,Rk,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID
145,140,Louisiana Monroe,SB,19-16,+2.90,112.5,109.6,66.3,-.057,103.4,105.8,1419.0
146,141,Louisiana Tech,CUSA,20-13,+2.88,105.0,102.1,65.4,-.046,102.1,104.3,1256.0
147,142,Rhode Island,A10,18-15,+2.44,103.8,101.4,67.5,+.018,103.1,102.6,1348.0
148,143,Kent St.,MAC,22-11,+2.38,109.9,107.5,67.5,+.129,104.8,103.5,1245.0
149,144,Samford,SC,17-16,+1.88,106.6,104.7,69.2,-.076,104.6,106.8,1359.0
150,145,Bucknell,Pat,21-12,+1.85,105.8,103.9,70.7,+.052,103.3,106.4,1137.0
151,146,Southern Illinois,MVC,17-15,+1.79,104.6,102.8,65.8,-.010,103.0,104.1,1356.0
152,147,UAB,CUSA,20-15,+1.70,107.1,105.4,65.2,-.021,101.7,103.6,1412.0
153,148,Miami OH,MAC,15-17,+1.62,104.8,103.2,66.3,-.025,105.7,102.5,1275.0
154,149,UTSA,CUSA,17-15,+1.54,105.8,104.3,72.1,-.017,103.2,102.7,1427.0
155,150,UT Arlington,SB,17-16,+1.45,101.3,99.9,66.3,+.038,105.0,103.9,1426.0
156,151,Pepperdine,WCC,16-18,+1.43,107.0,105.6,70.3,-.057,104.1,104.3,1337.0
157,152,Abilene Christian,Slnd,27-7,+1.35,103.4,102.0,66.1,+.123,100.0,108.7,1101.0
158,153,Brown,Ivy,20-12,+1.24,99.6,98.4,71.1,+.027,102.5,105.0,1135.0
159,154,Coastal Carolina,SB,17-17,+1.03,106.8,105.7,69.8,-.071,105.2,106.2,1157.0
160,155,Vanderbilt,SEC,9-23,+0.81,102.2,101.4,67.3,-.109,109.3,99.9,1435.0
161,156,George Mason,A10,18-15,+0.56,104.6,104.0,67.7,+.023,102.3,103.8,1206.0
162,157,Marshall,CUSA,23-14,+0.56,106.9,106.3,74.3,+.125,103.0,104.2,1267.0
163,158,North Texas,CUSA,21-12,+0.53,99.8,99.3,65.3,-.007,101.1,105.1,1317.0
164,159,Eastern Michigan,MAC,15-17,+0.47,103.4,103.0,62.9,-.006,107.1,102.2,1185.0
165,160,Charleston Southern,BSth,18-16,+0.17,101.1,101.0,69.5,-.085,103.5,106.7,1149.0
168,161,Bradley,MVC,20-15,+0.09,101.5,101.4,65.3,+.035,102.6,104.3,1133.0
169,162,Florida Atlantic,CUSA,17-16,+0.03,99.9,99.9,67.4,-.052,103.0,104.3,1194.0
170,163,Gardner Webb,BSth,23-12,-0.04,107.8,107.8,67.4,+.070,103.2,106.8,1205.0
171,164,Nebraska Omaha,Sum,21-11,-0.20,110.2,110.4,67.9,+.109,103.9,107.5,1303.0
172,165,UNLV,MWC,17-14,-0.29,106.1,106.4,67.5,+.014,103.1,105.4,1424.0
173,166,Stony Brook,AE,24-9,-0.42,99.5,99.9,69.3,+.058,100.2,107.0,1392.0
174,167,North Florida,ASun,16-17,-0.69,104.1,104.8,71.9,+.015,103.9,102.4,1316.0
175,168,Winthrop,BSth,18-12,-0.74,107.0,107.8,72.7,+.016,103.3,105.9,1457.0
176,169,Lehigh,Pat,20-11,-0.79,108.9,109.7,71.6,+.083,102.3,106.6,1250.0
177,170,Hampton,BSth,18-17,-0.85,107.4,108.2,71.3,-.091,103.0,106.9,1214.0
178,171,Missouri St.,MVC,16-16,-0.85,103.1,104.0,65.4,-.021,102.8,104.6,1283.0
179,172,UC Santa Barbara,BW,22-10,-0.86,105.3,106.1,64.7,+.035,101.4,108.7,1364.0
180,173,Duquesne,A10,19-13,-0.90,104.6,105.5,69.8,+.055,101.8,104.6,1182.0
181,174,Wake Forest,ACC,11-20,-0.93,104.4,105.3,67.6,+.040,108.3,100.4,1448.0
182,175,Princeton,Ivy,16-12,-1.06,98.9,100.0,67.6,+.101,104.3,104.2,1343.0
183,176,Sam Houston St.,Slnd,21-12,-1.09,106.1,107.2,66.3,+.022,101.0,106.6,1358.0
184,177,Northern Iowa,MVC,16-18,-1.15,101.5,102.7,64.4,+.004,103.1,102.8,1320.0
185,178,Louisiana,SB,19-13,-1.21,106.7,107.9,72.1,+.085,104.6,106.0,1418.0
186,179,Presbyterian,BSth,20-16,-1.32,109.3,110.7,67.8,-.043,102.8,106.8,1342.0
187,180,Colorado St.,MWC,12-20,-1.39,107.6,109.0,67.1,-.111,104.7,104.9,1161.0
188,181,Campbell,BSth,20-13,-1.49,108.3,109.8,65.7,+.023,103.6,107.4,1144.0
189,182,UT Rio Grande Valley,WAC,20-17,-1.50,99.6,101.1,70.4,+.026,102.8,104.9,1410.0
190,183,NJIT,ASun,22-13,-1.54,101.8,103.3,66.9,+.084,102.0,106.0,1312.0
191,184,Ohio,MAC,14-17,-1.55,98.9,100.5,69.2,+.062,106.8,103.4,1325.0
192,185,Green Bay,Horz,21-17,-1.56,104.9,106.5,73.2,+.080,105.4,106.0,1453.0
193,186,Santa Clara,WCC,16-15,-1.77,102.1,103.9,66.3,+.059,104.4,105.0,1365.0
194,187,Oakland,Horz,16-17,-1.77,107.8,109.6,68.7,-.002,104.9,106.9,1324.0
195,188,New Mexico,MWC,14-18,-1.85,104.1,105.9,72.8,-.028,104.3,104.0,1307.0
196,189,Saint Joseph's,A10,14-19,-1.89,105.4,107.2,68.5,-.012,103.2,102.7,1386.0
197,190,Seattle,WAC,18-15,-1.99,100.8,102.8,67.2,-.040,102.3,107.4,1370.0
198,191,IUPUI,Horz,16-17,-2.07,103.8,105.8,68.9,-.066,103.9,107.0,1237.0
199,192,Purdue Fort Wayne,Sum,18-15,-2.17,106.8,109.0,71.6,-.002,104.1,107.8,1236.0
200,193,Northern Colorado,BSky,21-11,-2.27,102.6,104.9,66.5,+.050,101.4,109.4,1294.0
201,194,Hartford,AE,18-15,-2.32,108.5,110.8,66.7,-.008,101.3,106.7,1216.0
202,195,Texas Southern,SWAC,24-14,-2.35,105.2,107.5,74.7,+.063,99.6,106.1,1411.0
203,196,Illinois Chicago,Horz,16-16,-2.78,100.8,103.5,70.0,-.002,104.9,107.1,1227.0
204,197,Cal Baptist,WAC,16-15,-2.82,106.1,108.9,67.9,-.070,102.4,105.9,1465.0
205,198,Iona,MAAC,17-16,-2.88,106.9,109.7,70.6,-.024,100.5,106.8,1233.0
206,199,Mercer,SC,11-20,-3.06,103.4,106.5,66.8,-.113,106.1,105.0,1273.0
207,200,American,Pat,15-15,-3.12,102.1,105.2,66.6,-.119,100.5,108.1,1110.0
210,201,Hawaii,BW,18-13,-3.12,103.7,106.8,66.3,-.005,100.9,107.1,1218.0
211,202,North Dakota St.,Sum,19-16,-3.20,107.4,110.6,65.0,+.064,104.8,107.6,1295.0
212,203,Richmond,A10,13-20,-3.31,107.0,110.3,65.9,-.088,101.3,104.3,1350.0
213,204,FIU,CUSA,20-14,-3.41,102.4,105.8,77.6,+.115,102.1,103.1,1198.0
214,205,Illinois St.,MVC,17-16,-3.45,101.4,104.8,66.7,+.084,103.1,103.7,1229.0
215,206,Appalachian St.,SB,11-21,-3.53,106.2,109.7,71.6,-.083,105.3,104.3,1111.0
216,207,Washington St.,P12,11-21,-3.79,106.4,110.2,70.6,-.059,105.3,103.7,1450.0
217,208,Indiana St.,MVC,15-16,-3.99,101.4,105.4,68.9,+.026,102.7,102.7,1232.0
218,209,Prairie View A&M,SWAC,22-13,-4.13,102.1,106.2,71.1,+.061,98.8,106.7,1341.0
219,210,Cal St. Fullerton,BW,16-18,-4.15,98.3,102.5,69.9,+.003,103.6,105.3,1168.0
220,211,Fairleigh Dickinson,NEC,21-14,-4.22,106.5,110.7,66.8,+.040,99.5,107.7,1192.0
221,212,Rider,MAAC,16-15,-4.44,101.5,105.9,73.9,-.032,100.6,107.7,1351.0
222,213,Florida Gulf Coast,ASun,14-18,-4.52,101.6,106.1,67.9,-.003,103.5,104.5,1195.0
223,214,South Alabama,SB,17-17,-4.52,103.1,107.7,66.3,+.012,102.9,106.6,1375.0
224,215,Columbia,Ivy,10-18,-4.55,101.9,106.5,67.6,-.060,103.2,104.4,1162.0
225,216,Pacific,WCC,14-18,-4.56,100.0,104.6,65.1,+.045,105.9,104.5,1334.0
226,217,Lamar,Slnd,20-13,-4.66,103.3,107.9,68.3,+.009,100.6,108.3,1249.0
227,218,Dartmouth,Ivy,11-19,-4.70,103.4,108.1,65.9,-.109,102.7,104.7,1171.0
228,219,William & Mary,CAA,14-17,-4.79,103.6,108.4,68.6,+.029,105.7,107.9,1456.0
229,220,Valparaiso,MVC,15-18,-4.89,98.2,103.1,65.2,+.003,102.1,104.1,1434.0
230,221,Cornell,Ivy,15-16,-4.99,99.9,104.9,67.9,+.074,104.0,104.4,1165.0
231,222,Little Rock,SB,10-21,-4.99,100.0,105.0,70.4,-.149,104.3,106.3,1114.0
232,223,High Point,BSth,16-15,-5.00,99.7,104.7,63.7,+.019,103.7,107.6,1219.0
233,224,Weber St.,BSky,18-15,-5.03,101.7,106.7,71.1,-.022,102.0,109.1,1451.0
234,225,Long Beach St.,BW,15-19,-5.08,101.3,106.3,71.5,+.051,104.3,105.0,1253.0
235,226,Cal St. Bakersfield,WAC,18-16,-5.13,102.6,107.7,65.2,+.072,103.5,105.5,1167.0
236,227,Evansville,MVC,11-21,-5.20,99.7,104.9,69.5,-.061,103.1,103.4,1191.0
237,228,La Salle,A10,10-21,-5.39,100.0,105.4,68.9,-.040,103.6,103.8,1247.0
238,229,South Dakota,Sum,13-17,-5.61,100.6,106.2,67.0,-.048,104.1,108.0,1377.0
239,230,UMBC,AE,21-13,-5.75,96.2,102.0,65.0,+.078,100.2,107.3,1420.0
240,231,Boston University,Pat,15-18,-5.96,104.4,110.4,66.3,-.025,102.5,107.3,1131.0
241,232,Southeastern Louisiana,Slnd,17-16,-6.07,99.5,105.5,65.3,+.009,100.5,107.8,1368.0
242,233,Detroit,Horz,11-20,-6.11,106.5,112.6,68.6,-.011,105.3,105.0,1178.0
243,234,Quinnipiac,MAAC,16-15,-6.21,105.5,111.7,66.9,-.026,99.0,108.2,1346.0
244,235,Eastern Kentucky,OVC,13-18,-6.23,99.8,106.0,76.6,+.012,103.9,105.6,1184.0
245,236,Massachusetts,A10,11-21,-6.29,102.9,109.2,67.3,-.061,102.8,104.7,1269.0
246,237,Eastern Washington,BSky,16-18,-6.36,101.3,107.6,67.8,+.026,103.0,107.8,1186.0
247,238,UMKC,WAC,11-21,-6.45,101.1,107.6,66.3,-.052,105.1,105.3,1282.0
248,239,Holy Cross,Pat,16-17,-6.81,101.2,108.0,63.6,+.067,103.2,107.0,1221.0
249,240,Sacred Heart,NEC,15-17,-6.81,104.2,111.0,72.0,-.062,100.4,108.5,1357.0
252,241,California,P12,8-23,-6.84,103.5,110.3,66.6,+.037,106.7,102.0,1143.0
253,242,Army,Pat,13-19,-6.89,96.3,103.2,69.8,-.028,103.3,108.1,1119.0
254,243,Air Force,MWC,14-18,-7.06,100.6,107.7,66.6,+.030,102.9,104.5,1102.0
255,244,Norfolk St.,MEAC,22-14,-7.23,98.5,105.7,69.2,+.059,98.0,107.6,1313.0
256,245,Morehead St.,OVC,13-20,-7.27,102.7,110.0,67.2,+.060,104.9,105.0,1287.0
257,246,Middle Tennessee,CUSA,11-21,-7.28,98.3,105.6,67.6,+.013,104.1,102.4,1292.0
258,247,Jacksonville,ASun,12-20,-7.41,99.1,106.5,70.9,-.056,102.5,105.9,1239.0
259,248,Rice,CUSA,13-19,-7.45,103.2,110.7,70.1,+.000,101.3,103.5,1349.0
260,249,Troy,SB,12-18,-7.49,102.9,110.4,67.0,+.053,104.5,105.0,1407.0
261,250,Montana St.,BSky,15-17,-7.57,107.8,115.4,70.0,+.008,102.2,108.7,1286.0
262,251,Drexel,CAA,13-19,-7.57,105.6,113.2,69.1,+.004,104.6,107.7,1180.0
263,252,UC Davis,BW,11-20,-7.61,96.5,104.1,65.9,-.043,103.1,105.0,1413.0
264,253,Cal St. Northridge,BW,13-21,-7.74,104.8,112.5,70.9,-.018,101.7,106.3,1169.0
265,254,Arkansas St.,SB,13-19,-7.80,102.4,110.2,68.3,+.086,104.8,105.4,1117.0
266,255,Western Michigan,MAC,8-24,-7.82,99.2,107.0,69.2,-.039,106.2,103.7,1444.0
267,256,Longwood,BSth,16-18,-7.83,99.5,107.3,67.2,-.023,102.7,108.2,1255.0
268,257,The Citadel,SC,12-18,-7.83,106.7,114.5,73.6,+.028,105.4,104.4,1154.0
269,258,UMass Lowell,AE,15-17,-7.86,104.5,112.4,69.8,-.026,100.1,106.7,1262.0
270,259,Youngstown St.,Horz,12-20,-7.97,104.3,112.3,67.0,-.004,104.0,105.8,1464.0
271,260,Fordham,A10,12-20,-8.00,96.7,104.7,65.2,-.075,101.1,105.9,1200.0
272,261,St. Francis PA,NEC,18-15,-8.04,105.5,113.5,68.4,+.083,101.1,108.4,1384.0
273,262,New Orleans,Slnd,19-14,-8.10,97.0,105.1,68.6,+.077,100.8,108.0,1309.0
274,263,LIU Brooklyn,NEC,16-16,-8.20,98.3,106.5,70.8,-.013,99.8,108.7,1254.0
275,264,East Carolina,Amer,10-21,-8.24,98.7,106.9,68.1,-.006,103.6,102.8,1187.0
276,265,Delaware,CAA,17-16,-8.28,104.9,113.2,63.3,+.080,103.6,108.4,1174.0
277,266,Chattanooga,SC,12-20,-8.29,101.5,109.7,66.1,+.025,105.4,105.0,1151.0
