,Rk,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID
0,1,Ohio St.,B10,34-3,+33.47,125.0,91.5,63.8,+.031,108.9,100.0,1326.0
1,2,Duke,ACC,32-5,+28.42,119.7,91.3,68.6,+.017,107.3,98.9,1181.0
2,3,Kansas,B12,35-3,+28.38,118.9,90.6,68.4,+.060,108.2,100.5,1242.0
3,4,Pittsburgh,BE,28-6,+27.08,120.6,93.5,61.8,-.023,107.6,99.4,1338.0
4,5,Texas,B12,28-8,+25.93,115.5,89.6,65.5,-.058,107.5,99.9,1400.0
5,6,Wisconsin,B10,25-9,+25.84,122.3,96.5,56.9,-.003,110.0,99.2,1458.0
6,7,Kentucky,SEC,29-9,+25.82,117.8,92.0,65.0,-.044,108.4,98.5,1246.0
7,8,San Diego St.,MWC,34-3,+24.98,114.1,89.1,62.3,+.059,107.6,100.1,1361.0
8,9,Purdue,B10,26-8,+24.79,115.9,91.1,66.0,+.007,108.8,98.7,1345.0
9,10,Connecticut,BE,32-9,+23.93,115.8,91.9,64.5,+.048,110.1,97.4,1163.0
10,11,Notre Dame,BE,27-7,+23.25,120.9,97.7,63.1,+.074,108.2,98.3,1323.0
11,12,BYU,MWC,32-5,+23.22,117.5,94.3,70.2,+.055,106.8,99.8,1140.0
12,13,Syracuse,BE,27-8,+22.49,114.9,92.4,64.6,+.032,108.3,99.3,1393.0
13,14,Louisville,BE,25-10,+22.26,111.4,89.2,66.8,-.037,108.3,99.5,1257.0
14,15,North Carolina,ACC,29-8,+22.18,111.8,89.6,70.6,+.064,109.9,98.8,1314.0
15,16,Washington,P10,24-11,+21.69,117.7,96.0,69.9,-.099,106.9,99.7,1449.0
16,17,Florida,SEC,29-8,+20.61,115.8,95.2,62.5,+.038,106.8,99.1,1196.0
17,18,Illinois,B10,20-14,+20.14,113.3,93.1,64.8,-.074,110.6,98.3,1228.0
18,19,West Virginia,BE,21-12,+20.11,114.9,94.8,62.5,-.018,111.0,98.3,1452.0
19,20,Arizona,P10,30-8,+19.65,117.4,97.8,65.3,+.064,107.7,100.0,1112.0
20,21,Cincinnati,BE,26-9,+19.41,111.1,91.7,62.6,+.040,106.8,100.6,1153.0
21,22,Utah St.,WAC,30-4,+19.32,111.2,91.8,62.4,+.033,103.8,104.1,1429.0
22,23,Belmont,ASun,30-5,+18.48,112.6,94.1,68.4,-.006,100.5,105.2,1125.0
23,24,George Mason,CAA,27-7,+18.30,114.1,95.8,64.5,+.028,105.0,103.0,1206.0
24,25,Clemson,ACC,22-12,+18.16,109.6,91.5,63.9,-.087,106.7,99.7,1155.0
25,26,Marquette,BE,22-15,+18.14,115.5,97.3,66.2,-.058,109.4,98.4,1266.0
26,27,Wichita St.,MVC,29-8,+17.94,113.9,95.9,64.9,-.041,102.9,102.0,1455.0
27,28,Villanova,BE,21-12,+17.83,114.9,97.0,65.0,-.040,108.3,99.3,1437.0
28,29,UNLV,MWC,24-9,+17.75,110.6,92.9,66.4,+.003,106.2,100.2,1424.0
29,30,Michigan,B10,21-14,+17.69,112.8,95.1,61.5,-.014,110.7,98.7,1276.0
30,31,Georgetown,BE,21-11,+17.65,114.2,96.6,63.4,+.048,110.2,97.7,1207.0
31,32,Kansas St.,B12,23-11,+17.42,111.1,93.6,66.4,+.010,108.5,99.3,1243.0
32,33,Vanderbilt,SEC,23-11,+17.33,116.6,99.2,66.1,-.050,106.5,99.8,1435.0
33,34,Temple,A10,26-8,+16.84,110.5,93.7,64.2,+.014,105.5,101.5,1396.0
34,35,Florida St.,ACC,23-11,+16.76,104.5,87.7,66.7,-.017,107.1,100.1,1199.0
35,36,Butler,Horz,28-10,+16.46,112.3,95.9,63.5,+.033,106.4,100.3,1139.0
36,37,Gonzaga,WCC,25-10,+16.45,112.1,95.6,66.1,-.007,106.4,102.6,1211.0
37,38,Xavier,A10,24-8,+16.02,112.8,96.8,64.3,+.035,105.4,100.9,1462.0
38,39,Richmond,A10,29-8,+16.01,112.6,96.5,62.1,+.052,104.8,101.7,1350.0
39,40,Virginia Tech,ACC,22-12,+15.91,109.7,93.7,63.7,-.029,106.5,100.1,1439.0
42,41,St. John's,BE,21-12,+15.87,111.2,95.3,66.0,+.047,110.0,99.0,1385.0
43,42,Missouri,B12,23-11,+15.54,113.4,97.8,70.7,-.013,106.9,100.4,1281.0
44,43,Saint Mary's,WCC,25-9,+15.49,117.2,101.7,64.9,-.027,104.7,103.2,1388.0
45,44,Maryland,ACC,19-14,+15.27,109.7,94.4,69.6,-.091,107.3,101.5,1268.0
46,45,Michigan St.,B10,19-15,+15.08,109.5,94.4,65.0,+.010,111.0,97.3,1277.0
47,46,Penn St.,B10,19-15,+14.88,113.1,98.3,59.4,+.037,110.7,98.3,1336.0
48,47,New Mexico,MWC,22-13,+14.70,111.9,97.2,64.9,-.070,106.2,101.1,1307.0
49,48,Old Dominion,CAA,27-7,+14.66,110.0,95.4,60.4,+.059,105.2,102.8,1330.0
50,49,Texas A&M,B12,24-9,+14.62,110.0,95.4,60.9,+.050,105.9,100.5,1401.0
51,50,Northwestern,B10,20-14,+14.03,116.8,102.7,62.8,+.008,108.6,99.7,1321.0
52,51,Alabama,SEC,25-12,+13.70,104.6,90.9,63.9,-.003,104.8,101.5,1104.0
53,52,UCLA,P10,23-11,+13.57,108.7,95.1,65.5,+.033,107.3,100.4,1417.0
54,53,VCU,CAA,28-12,+13.49,112.0,98.5,65.6,+.021,105.8,101.0,1433.0
55,54,Colorado,B12,24-14,+13.45,117.7,104.3,66.8,-.027,106.5,100.3,1160.0
56,55,Duquesne,A10,19-13,+13.36,108.0,94.7,70.9,-.149,104.8,102.6,1182.0
57,56,Oakland,Sum,25-10,+13.31,118.6,105.3,71.1,+.021,106.0,104.0,1324.0
58,57,USC,P10,19-15,+13.29,107.9,94.6,61.7,-.050,107.8,100.2,1425.0
59,58,Minnesota,B10,17-14,+13.15,110.5,97.4,64.9,-.018,110.1,100.2,1278.0
60,59,Seton Hall,BE,13-18,+12.93,104.4,91.5,67.6,-.117,109.0,98.2,1371.0
61,60,Washington St.,P10,22-13,+12.78,108.1,95.3,67.4,+.002,107.3,100.4,1450.0
62,61,Miami FL,ACC,21-15,+12.59,112.8,100.2,64.4,-.050,106.4,100.0,1274.0
