,Rk,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID
220,211,Lehigh,Pat,14-15,-5.17,94.9,100.1,64.1,-.047,98.3,105.1,1250.0
221,212,UC Santa Barbara,BW,11-18,-5.18,96.4,101.6,60.8,-.010,103.1,103.3,1364.0
222,213,Portland St.,BSky,19-9,-5.20,99.2,104.4,68.8,+.070,97.2,107.5,1340.0
223,214,Boise St.,WAC,16-18,-5.40,104.4,109.8,69.1,+.079,101.2,102.3,1129.0
224,215,Monmouth,NEC,16-13,-5.42,98.1,103.5,62.2,+.041,99.5,107.0,1284.0
225,216,Penn St.,B10,7-23,-5.44,101.2,106.6,65.9,-.026,106.6,98.6,1336.0
226,217,La Salle,A10,10-19,-5.47,99.2,104.7,63.5,+.026,104.0,102.1,1247.0
227,218,Harvard,Ivy,12-15,-5.66,97.5,103.1,69.0,+.017,99.6,103.0,1217.0
228,219,Maine,AE,14-15,-5.78,93.8,99.5,67.1,+.050,99.9,103.2,1263.0
229,220,Birmingham Southern,BSth,16-14,-6.00,103.4,109.4,59.7,-.015,97.8,105.8,1128.0
230,221,Belmont,ASun,14-16,-6.13,98.7,104.8,65.9,-.050,99.6,107.5,1125.0
231,222,South Alabama,SB,10-18,-6.20,96.1,102.3,63.4,-.028,103.7,102.4,1375.0
232,223,Wofford,SC,14-14,-6.24,102.2,108.4,66.7,+.010,100.4,103.6,1459.0
233,224,Delaware,CAA,11-20,-6.46,95.1,101.5,68.2,-.063,101.7,103.9,1174.0
234,225,Utah Valley St.,ind,16-12,-6.51,101.2,107.7,62.1,+.040,98.4,106.9,1430.0
235,226,High Point,BSth,13-18,-6.53,97.3,103.8,72.4,-.120,98.6,107.0,1219.0
236,227,Cornell,Ivy,13-14,-6.86,101.8,108.7,62.3,+.038,99.4,104.0,1165.0
237,228,McNeese St.,Slnd,13-15,-6.89,97.6,104.5,74.0,-.011,101.2,104.3,1270.0
238,229,Eastern Illinois,OVC,12-16,-7.03,101.7,108.7,66.2,+.056,102.9,104.8,1183.0
239,230,Southern Miss,CUSA,11-17,-7.08,102.7,109.8,64.8,-.009,102.9,101.3,1379.0
240,231,Marist,MAAC,11-17,-7.17,101.4,108.6,66.1,-.019,101.5,105.9,1265.0
241,232,Hampton,MEAC,17-13,-7.17,94.6,101.8,66.2,+.028,95.0,106.3,1214.0
242,233,Northern Arizona,BSky,11-17,-7.17,102.3,109.5,71.7,-.128,98.2,104.5,1319.0
243,234,Georgia St.,ASun,14-15,-7.42,102.2,109.6,65.0,+.035,100.4,105.8,1209.0
244,235,Long Beach St.,BW,10-20,-7.50,94.2,101.7,64.1,+.010,102.9,103.3,1253.0
245,236,Baylor,B12,9-19,-7.51,103.5,111.1,63.8,-.051,104.9,99.7,1124.0
246,237,Montana St.,BSky,14-14,-7.67,95.4,103.0,67.9,+.001,98.5,105.4,1286.0
247,238,Central Michigan,MAC,10-18,-7.71,97.9,105.6,68.9,+.046,106.2,102.1,1141.0
248,239,Brown,Ivy,12-16,-7.73,99.1,106.8,67.8,-.022,99.0,103.6,1135.0
249,240,Central Connecticut,NEC,12-16,-7.96,102.4,110.4,63.6,-.040,99.9,107.9,1148.0
252,241,Chicago St.,MCon,9-19,-8.09,97.1,105.2,65.5,+.016,104.8,105.1,1152.0
253,242,Florida Atlantic,ASun,10-17,-8.12,100.3,108.5,72.9,-.075,99.4,107.0,1194.0
254,243,St. Francis NY,NEC,13-15,-8.20,96.8,105.0,69.7,-.028,98.4,106.9,1383.0
255,244,Mercer,ASun,16-12,-8.26,102.1,110.3,71.2,+.009,97.7,107.9,1273.0
256,245,Weber St.,BSky,14-16,-8.32,101.2,109.6,62.9,+.010,98.7,105.1,1451.0
257,246,Idaho,BW,8-22,-8.55,96.0,104.5,63.6,-.049,102.1,103.0,1225.0
258,247,Tulane,CUSA,10-18,-8.56,98.9,107.5,67.7,+.019,102.9,101.1,1408.0
259,248,Colgate,Pat,12-16,-8.59,99.9,108.5,64.2,+.024,99.2,103.3,1159.0
260,249,Coppin St.,MEAC,13-15,-8.71,92.9,101.6,64.1,+.039,97.8,104.1,1164.0
261,250,Columbia,Ivy,12-15,-8.89,95.5,104.4,66.1,-.014,97.8,105.4,1162.0
262,251,Rhode Island,A10,6-22,-8.91,95.5,104.4,62.0,-.025,102.3,102.0,1348.0
263,252,UT Arlington,Slnd,13-15,-8.94,96.9,105.9,68.4,+.012,101.3,104.6,1426.0
264,253,Stony Brook,AE,12-17,-9.02,95.8,104.9,64.7,+.037,99.1,103.2,1392.0
265,254,Wagner,NEC,13-17,-9.06,94.3,103.3,62.9,+.018,100.2,106.5,1447.0
266,255,Texas St.,Slnd,14-14,-9.23,102.1,111.4,61.7,+.031,99.2,104.2,1402.0
267,256,Duquesne,A10,8-22,-9.28,102.9,112.2,66.2,-.007,103.6,102.1,1182.0
268,257,East Tennessee St.,SC,10-19,-9.31,102.0,111.3,72.3,-.058,100.1,103.0,1190.0
269,258,St. Francis PA,NEC,15-13,-9.47,104.5,113.9,64.1,+.076,98.9,106.7,1384.0
270,259,Mississippi Valley St.,SWAC,13-14,-9.48,97.8,107.3,65.4,-.064,93.2,105.7,1290.0
271,260,Robert Morris,NEC,14-15,-9.65,103.1,112.8,65.4,+.036,98.8,106.5,1352.0
272,261,Canisius,MAAC,11-18,-9.65,99.8,109.4,66.6,+.035,101.2,105.7,1145.0
273,262,Eastern Washington,BSky,8-20,-9.83,92.5,102.3,63.3,-.093,102.7,105.0,1186.0
274,263,Troy,ASun,12-18,-9.95,104.6,114.6,68.8,-.008,99.1,105.3,1407.0
275,264,UNC Asheville,BSth,11-17,-10.12,101.0,111.2,68.6,-.009,100.0,104.5,1421.0
276,265,UC Davis,ind,11-17,-10.18,101.6,111.8,64.1,+.013,100.6,104.3,1413.0
277,266,Stephen F. Austin,Slnd,12-15,-10.43,97.9,108.3,59.3,-.046,97.3,104.7,1372.0
278,267,Southern Utah,MCon,13-15,-10.44,101.3,111.8,65.7,+.070,102.1,105.4,1381.0
279,268,UC Riverside,BW,9-19,-10.48,93.8,104.3,64.7,+.010,102.1,104.1,1415.0
280,269,New Hampshire,AE,9-19,-10.50,97.8,108.3,66.4,-.024,100.1,103.0,1306.0
281,270,Norfolk St.,MEAC,13-14,-11.23,91.6,102.8,63.8,-.026,94.3,107.0,1313.0
