,Rk,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID
48,47,California,P10,20-11,+13.68,110.5,96.8,61.9,+.021,106.8,99.3,1143.0
49,48,Southern Illinois,MVC,22-11,+13.60,102.9,89.3,60.7,+.032,103.6,97.8,1356.0
50,49,Vanderbilt,SEC,17-13,+13.58,114.7,101.2,61.9,-.030,108.1,99.5,1435.0
51,50,Syracuse,BE,23-12,+13.15,110.0,96.8,68.3,+.077,107.5,98.8,1393.0
52,51,Creighton,MVC,20-10,+13.11,107.2,94.1,62.7,+.000,103.7,98.5,1166.0
53,52,San Diego St.,MWC,24-9,+12.78,112.8,100.0,66.1,-.001,103.7,101.5,1361.0
54,53,Oklahoma St.,B12,17-16,+12.76,107.9,95.2,64.7,-.096,106.6,100.1,1329.0
55,54,Xavier,A10,21-11,+12.73,110.9,98.2,65.3,-.065,103.6,101.6,1462.0
56,55,Miami FL,ACC,18-16,+12.71,111.2,98.5,61.0,-.039,108.0,98.5,1274.0
57,56,UAB,CUSA,24-7,+12.65,109.1,96.5,68.5,+.058,101.8,100.3,1412.0
58,57,Maryland,ACC,19-13,+12.63,107.6,95.0,72.4,-.022,107.8,99.8,1268.0
59,58,Bucknell,Pat,27-5,+12.56,105.7,93.1,61.8,+.092,100.2,103.4,1137.0
60,59,Clemson,ACC,19-13,+12.51,105.9,93.4,68.6,-.049,106.2,99.8,1155.0
61,60,Alabama,SEC,18-13,+12.48,112.8,100.3,63.4,+.005,107.7,98.4,1104.0
62,61,Butler,Horz,20-13,+12.00,114.9,102.9,58.3,-.072,103.0,101.9,1139.0
63,62,Milwaukee,Horz,22-9,+11.86,108.3,96.5,67.7,+.017,104.9,103.4,1454.0
64,63,Hofstra,CAA,26-7,+11.72,111.3,99.6,66.2,+.097,102.7,100.6,1220.0
65,64,Temple,A10,17-15,+11.38,109.1,97.7,59.9,-.051,106.2,99.3,1396.0
66,65,Iona,MAAC,23-8,+11.33,109.7,98.4,69.6,+.024,106.0,105.3,1233.0
67,66,Oregon,P10,15-18,+11.31,111.9,100.6,63.6,-.144,106.1,98.7,1332.0
68,67,Old Dominion,CAA,24-10,+11.15,106.9,95.7,65.0,+.056,104.2,102.1,1330.0
69,68,Pacific,BW,24-8,+10.87,109.8,99.0,62.8,+.010,102.7,104.7,1334.0
70,69,Utah St.,WAC,23-9,+10.86,113.4,102.6,60.9,+.026,102.8,101.2,1429.0
71,70,Kent St.,MAC,25-9,+10.54,108.3,97.8,65.7,+.017,103.2,102.5,1245.0
72,71,Rutgers,BE,19-14,+10.41,109.5,99.1,64.0,-.002,106.0,99.2,1353.0
73,72,Colorado,B12,20-10,+10.27,109.2,99.0,69.9,+.049,104.4,100.2,1160.0
74,73,Winthrop,BSth,23-8,+10.27,104.4,94.2,64.0,-.027,102.1,107.4,1457.0
75,74,Virginia Tech,ACC,14-16,+10.25,108.2,97.9,63.3,-.149,105.3,99.7,1439.0
76,75,Houston,CUSA,21-10,+10.21,103.5,93.3,67.5,-.014,102.6,101.0,1222.0
77,76,Iowa St.,B12,16-14,+10.03,111.2,101.2,69.8,-.052,105.6,98.8,1235.0
78,77,Kansas St.,B12,15-13,+9.59,105.9,96.3,63.1,-.097,105.2,101.4,1243.0
79,78,Stanford,P10,16-14,+9.56,105.9,96.4,64.3,+.006,107.1,99.4,1390.0
80,79,Providence,BE,12-15,+9.47,112.2,102.7,68.7,-.058,108.4,99.2,1344.0
81,80,Wake Forest,ACC,17-17,+9.46,110.4,100.9,66.9,-.033,107.4,99.1,1448.0
84,81,Virginia,ACC,15-15,+9.41,106.1,96.7,63.8,-.015,108.2,99.4,1438.0
85,82,Minnesota,B10,16-15,+9.34,104.4,95.1,64.2,-.016,106.1,99.1,1278.0
86,83,Akron,MAC,23-10,+9.28,111.1,101.8,64.1,+.037,102.5,101.7,1103.0
87,84,South Alabama,SB,24-7,+9.28,109.1,99.9,65.7,+.056,100.8,103.3,1375.0
88,85,UTEP,CUSA,21-10,+9.13,103.7,94.6,62.1,-.024,101.4,101.6,1431.0
89,86,Seton Hall,BE,18-12,+9.06,106.5,97.4,65.7,+.086,106.0,99.1,1371.0
90,87,Montana,BSky,24-7,+8.95,111.6,102.7,66.2,+.056,103.6,104.2,1285.0
91,88,UNLV,MWC,17-13,+8.57,105.3,96.8,66.5,-.031,104.9,101.1,1424.0
92,89,Murray St.,OVC,24-7,+8.56,104.5,96.0,63.2,+.010,102.3,107.6,1293.0
93,90,DePaul,BE,12-15,+8.42,110.2,101.8,61.4,+.004,108.3,97.8,1177.0
94,91,BYU,MWC,20-9,+7.87,110.1,102.2,70.7,+.074,103.5,101.3,1140.0
95,92,Western Kentucky,SB,23-8,+7.78,111.3,103.5,68.5,+.080,102.2,103.0,1443.0
96,93,Northwestern St.,Slnd,26-8,+7.51,106.6,99.1,67.6,+.016,102.2,103.6,1322.0
97,94,Charlotte,A10,19-13,+7.45,107.5,100.0,65.5,-.004,103.9,101.2,1150.0
98,95,La Salle,A10,18-10,+7.44,107.3,99.8,64.3,+.036,102.8,102.5,1247.0
99,96,Louisiana Tech,WAC,20-13,+7.43,101.1,93.6,64.8,+.029,104.0,100.6,1256.0
100,97,Penn,Ivy,20-9,+7.30,101.8,94.5,64.3,-.030,100.0,105.0,1335.0
101,98,Hawaii,WAC,17-11,+7.10,106.9,99.8,62.4,-.024,102.8,101.0,1218.0
102,99,Washington St.,P10,11-17,+7.10,97.4,90.3,60.1,-.110,107.3,100.0,1450.0
103,100,Drexel,CAA,15-16,+6.95,100.3,93.4,62.5,-.112,103.3,101.4,1180.0
104,101,Miami OH,MAC,18-11,+6.89,104.3,97.5,60.0,+.019,104.2,102.0,1275.0
105,102,USC,P10,17-13,+6.74,105.0,98.3,66.6,+.020,105.1,99.4,1425.0
106,103,Georgia Tech,ACC,11-17,+6.66,104.8,98.1,68.4,-.097,108.0,100.2,1210.0
107,104,VCU,CAA,19-10,+6.63,107.2,100.5,62.1,+.005,101.8,103.0,1433.0
108,105,Massachusetts,A10,13-15,+6.48,101.1,94.6,65.5,-.069,105.4,100.9,1269.0
109,106,Saint Mary's,WCC,17-12,+6.46,105.8,99.3,64.2,-.032,103.8,102.2,1388.0
110,107,Georgia,SEC,15-15,+6.33,103.4,97.0,68.5,+.025,108.3,100.0,1208.0
111,108,Marist,MAAC,19-10,+6.08,113.1,107.0,64.9,-.015,104.1,105.2,1265.0
112,109,Ohio,MAC,19-11,+6.01,106.4,100.4,64.3,+.020,103.6,103.4,1325.0
113,110,Northeastern,CAA,19-11,+5.90,107.0,101.1,69.1,+.039,103.0,102.4,1318.0
114,111,Nebraska,B12,19-14,+5.84,102.9,97.1,64.6,+.057,104.5,100.5,1304.0
115,112,Oral Roberts,MCon,21-12,+5.70,107.1,101.4,66.9,-.035,102.8,106.2,1331.0
116,113,Auburn,SEC,12-16,+5.58,104.2,98.6,65.2,-.018,107.3,99.2,1120.0
117,114,Mississippi St.,SEC,15-15,+5.53,102.9,97.3,66.7,+.027,106.4,100.6,1280.0
118,115,New Mexico,MWC,17-13,+5.30,105.4,100.1,60.2,-.003,103.9,102.0,1307.0
119,116,Penn St.,B10,15-15,+5.27,109.5,104.2,63.8,+.015,104.8,99.6,1336.0
120,117,St. John's,BE,12-15,+5.27,97.6,92.3,62.5,-.038,106.9,100.5,1385.0
121,118,Toledo,MAC,20-11,+5.17,101.4,96.2,67.5,-.023,101.8,104.8,1405.0
122,119,San Diego,WCC,18-12,+5.14,106.9,101.7,69.6,-.034,103.2,103.6,1360.0
123,120,Northern Illinois,MAC,17-11,+5.10,112.7,107.7,61.9,+.012,101.8,101.7,1296.0
126,121,Texas Tech,B12,15-17,+5.03,105.6,100.6,65.9,-.012,105.4,98.9,1403.0
127,122,Davidson,SC,20-11,+4.86,109.9,105.0,66.0,-.025,101.4,104.7,1172.0
128,123,Northwestern,B10,14-15,+4.86,102.8,97.9,58.2,+.005,107.0,99.6,1321.0
129,124,Texas A&M Corpus Chris,ind,20-8,+4.83,104.6,99.8,69.3,-.055,98.1,106.1,1394.0
130,125,Saint Louis,A10,16-13,+4.56,99.2,94.6,61.0,+.029,104.5,101.5,1387.0
131,126,New Mexico St.,WAC,16-14,+4.23,105.6,101.4,66.9,+.044,104.3,100.5,1308.0
132,127,Fordham,A10,16-16,+4.12,107.6,103.5,62.7,-.014,103.8,101.4,1200.0
133,128,Colorado St.,MWC,16-15,+4.09,107.7,103.6,68.2,-.042,104.2,101.4,1161.0
134,129,Holy Cross,Pat,20-12,+4.06,100.3,96.3,64.7,+.002,99.2,103.7,1221.0
135,130,UC Irvine,BW,16-13,+3.38,110.0,106.6,61.7,-.025,101.9,104.9,1414.0
136,131,Dayton,A10,14-17,+3.15,102.7,99.5,62.3,-.092,103.6,101.1,1173.0
137,132,Siena,MAAC,15-13,+3.11,105.0,101.9,67.0,-.008,105.6,105.0,1373.0
138,133,Samford,OVC,20-11,+3.05,110.0,107.0,55.8,+.043,102.2,106.2,1359.0
139,134,Manhattan,MAAC,20-11,+3.00,107.8,104.8,67.5,+.104,105.2,104.4,1264.0
140,135,Loyola Marymount,WCC,12-18,+2.95,100.2,97.3,70.7,-.044,106.2,102.2,1258.0
141,136,Drake,MVC,12-19,+2.87,107.0,104.2,64.4,-.062,104.4,98.4,1179.0
142,137,Fresno St.,WAC,15-13,+2.78,105.6,102.8,69.2,+.039,103.8,101.5,1201.0
143,138,Albany,AE,21-11,+2.63,106.2,103.6,63.8,+.027,99.6,105.3,1107.0
144,139,Buffalo,MAC,19-13,+2.56,106.0,103.4,67.3,+.030,102.5,103.2,1138.0
145,140,Utah,MWC,14-15,+2.47,104.8,102.4,60.2,-.026,104.3,101.7,1428.0
146,141,Arizona St.,P10,11-17,+2.26,104.8,102.6,64.8,-.027,105.1,99.6,1113.0
147,142,Wyoming,MWC,14-18,+1.85,99.1,97.3,68.3,-.030,104.2,101.6,1461.0
148,143,Boise St.,WAC,14-15,+1.78,101.8,100.0,69.8,-.049,103.7,102.8,1129.0
149,144,Loyola Chicago,Horz,19-11,+1.63,107.5,105.8,65.9,+.078,103.6,104.3,1260.0
150,145,Long Beach St.,BW,18-12,+1.54,107.6,106.1,74.1,+.027,102.6,105.0,1253.0
151,146,Saint Peter's,MAAC,17-15,+1.00,106.2,105.2,66.6,+.041,105.0,105.1,1389.0
152,147,Mississippi,SEC,14-16,+0.93,102.5,101.6,63.8,+.029,105.4,100.7,1279.0
153,148,Eastern Washington,BSky,15-15,+0.73,106.7,106.0,65.7,-.006,104.8,104.0,1186.0
154,149,Oregon St.,P10,13-18,+0.58,104.4,103.8,64.5,+.031,105.1,99.1,1333.0
155,150,Rhode Island,A10,14-14,+0.55,104.0,103.4,62.3,+.043,103.3,101.6,1348.0
156,151,Missouri,B12,12-16,+0.28,103.9,103.7,64.6,+.034,105.7,100.1,1281.0
157,152,San Francisco,WCC,11-17,+0.28,103.5,103.2,64.1,-.017,104.5,102.2,1362.0
159,154,Baylor,B12,4-13,+0.18,102.6,102.4,65.5,-.046,108.7,96.9,1124.0
160,155,Purdue,B10,9-19,+0.14,101.9,101.7,65.5,-.009,107.5,99.3,1345.0
161,156,Sacramento St.,BSky,15-15,-0.01,106.7,106.7,67.9,-.031,104.1,104.6,1170.0
162,157,Northern Arizona,BSky,21-11,-0.04,103.9,104.0,69.2,+.079,103.4,106.0,1319.0
163,158,Central Connecticut,NEC,18-11,-0.07,109.6,109.6,62.0,-.027,97.5,105.2,1148.0
164,159,Middle Tennessee,SB,16-12,-0.22,105.0,105.3,64.4,+.065,102.4,103.6,1292.0
165,160,Santa Clara,WCC,13-16,-0.41,100.7,101.1,64.8,+.014,105.0,101.9,1365.0
168,161,Georgia Southern,SC,20-10,-0.43,101.2,101.6,72.2,+.077,100.5,106.4,1204.0
169,162,Portland St.,BSky,12-16,-0.59,102.1,102.6,65.6,-.094,105.5,105.4,1340.0
170,163,North Dakota St.,ind,16-12,-0.65,103.8,104.4,65.0,-.066,102.0,106.4,1295.0
171,164,Monmouth,NEC,19-15,-0.68,95.8,96.4,64.6,+.018,101.2,104.7,1284.0
172,165,Belmont,ASun,20-11,-0.73,107.1,107.8,69.1,+.024,99.7,108.4,1125.0
173,166,Cal St. Fullerton,BW,16-13,-0.77,107.3,108.1,68.2,-.036,100.3,105.2,1168.0
174,167,Coastal Carolina,BSth,20-10,-0.83,106.5,107.3,61.7,+.069,100.4,106.8,1157.0
175,168,Troy,SB,14-15,-0.89,105.4,106.3,64.8,-.105,101.1,104.3,1407.0
176,169,Illinois St.,MVC,9-19,-0.89,92.8,93.6,61.2,-.095,103.8,99.3,1229.0
177,170,Illinois Chicago,Horz,16-15,-0.95,105.4,106.4,63.9,+.088,104.1,103.6,1227.0
178,171,South Florida,BE,7-22,-1.01,95.7,96.7,61.6,-.104,106.3,100.5,1378.0
179,172,Denver,SB,16-15,-1.03,98.5,99.6,64.1,-.010,102.5,105.2,1176.0
180,173,Fairleigh Dickinson,NEC,20-12,-1.05,101.5,102.5,69.1,+.037,99.8,105.3,1192.0
181,174,UC Santa Barbara,BW,15-14,-1.05,102.2,103.3,62.0,-.016,102.4,104.8,1364.0
182,175,Valparaiso,MCon,17-12,-1.17,105.1,106.2,69.2,+.003,101.7,107.4,1434.0
183,176,Detroit,Horz,16-16,-1.29,104.2,105.5,60.0,+.048,104.2,103.1,1178.0
184,177,Lipscomb,ASun,21-11,-1.63,100.2,101.8,64.6,+.011,99.6,110.1,1252.0
185,178,IUPUI,MCon,19-10,-1.73,105.4,107.2,60.8,+.064,101.9,107.4,1237.0
186,179,Indiana St.,MVC,13-16,-1.77,101.1,102.9,64.7,+.101,104.4,99.0,1232.0
187,180,College of Charleston,SC,17-11,-1.95,99.6,101.5,67.9,-.044,100.1,107.9,1158.0
188,181,Niagara,MAAC,11-18,-1.99,106.4,108.4,65.2,-.038,105.5,105.0,1310.0
189,182,Sam Houston St.,Slnd,22-9,-2.01,101.5,103.5,67.9,+.159,100.8,104.4,1358.0
190,183,Wright St.,Horz,13-15,-2.03,101.0,103.0,61.0,+.016,104.4,104.2,1460.0
191,184,Loyola MD,MAAC,15-13,-2.13,105.3,107.4,68.8,+.076,104.5,106.2,1259.0
192,185,Stephen F. Austin,Slnd,17-12,-2.23,102.8,105.0,63.4,-.090,98.1,106.1,1372.0
193,186,Birmingham Southern,BSth,19-9,-2.26,109.0,111.2,58.2,+.088,99.3,107.6,1128.0
194,187,SMU,CUSA,13-16,-2.40,98.3,100.7,64.6,-.113,98.6,102.9,1374.0
195,188,Evansville,MVC,10-19,-2.42,100.4,102.9,67.4,+.046,103.7,99.0,1191.0
196,189,Southeastern Louisiana,Slnd,16-12,-2.64,101.0,103.6,61.6,+.000,100.5,105.5,1368.0
197,190,UCF,CUSA,14-15,-2.74,99.9,102.6,62.0,-.027,100.1,103.3,1416.0
198,191,UT Arlington,Slnd,14-16,-2.86,102.5,105.3,66.2,-.070,102.3,104.1,1426.0
199,192,Lehigh,Pat,19-12,-3.05,96.8,99.8,63.7,+.065,98.2,105.0,1250.0
200,193,Green Bay,Horz,15-16,-3.06,102.8,105.8,63.1,+.056,104.2,104.2,1453.0
201,194,Binghamton,AE,16-13,-3.19,95.8,99.0,63.3,+.015,100.1,107.0,1127.0
202,195,Austin Peay,OVC,17-14,-3.21,102.8,106.0,66.7,+.032,101.6,107.1,1122.0
203,196,Vermont,AE,13-17,-3.38,98.5,101.9,64.7,-.067,100.2,104.1,1436.0
204,197,Southern,SWAC,19-13,-3.40,96.2,99.6,64.8,+.081,96.6,104.3,1380.0
205,198,San Jose St.,WAC,6-25,-3.49,95.8,99.3,67.9,-.140,105.8,102.7,1363.0
206,199,Ball St.,MAC,10-18,-3.50,98.2,101.7,63.3,-.092,103.3,102.6,1123.0
207,200,Idaho St.,BSky,13-14,-3.52,104.6,108.2,71.0,-.015,102.4,105.2,1226.0
210,201,Delaware St.,MEAC,21-14,-3.57,102.1,105.7,54.5,+.106,98.6,103.7,1175.0
211,202,Tennessee Tech,OVC,19-12,-3.63,100.4,104.0,68.4,+.104,102.6,106.7,1399.0
212,203,Boston University,AE,12-16,-3.87,97.1,101.0,59.3,-.042,100.6,104.1,1131.0
213,204,Pepperdine,WCC,7-20,-4.31,97.1,101.4,66.7,-.016,106.2,101.4,1337.0
214,205,Jacksonville St.,OVC,16-13,-4.40,106.6,111.0,70.0,+.033,101.3,107.0,1240.0
215,206,Lamar,Slnd,17-14,-4.44,103.7,108.1,72.2,+.005,100.1,105.9,1249.0
216,207,North Texas,SB,14-14,-4.45,102.5,106.9,71.8,+.001,100.8,102.5,1317.0
217,208,Tennessee St.,OVC,13-15,-4.54,104.2,108.7,65.0,-.030,102.3,106.3,1398.0
218,209,Tulane,CUSA,12-17,-4.93,94.7,99.6,65.9,+.008,101.4,101.6,1408.0
219,210,Canisius,MAAC,9-20,-4.97,103.6,108.5,64.6,-.066,105.3,106.1,1145.0
220,211,Tulsa,CUSA,11-17,-5.05,94.2,99.2,64.4,+.014,101.8,102.1,1409.0
221,212,Portland,WCC,11-18,-5.14,102.6,107.7,65.6,+.046,103.2,101.8,1339.0
222,213,High Point,BSth,16-13,-5.21,100.8,106.0,70.4,+.041,101.3,106.6,1219.0
223,214,Montana St.,BSky,15-15,-5.26,103.4,108.7,66.7,+.035,102.2,106.1,1286.0
225,216,Arkansas St.,SB,12-18,-5.35,104.7,110.0,67.2,-.028,101.5,102.3,1117.0
226,217,Rice,CUSA,12-16,-5.36,100.2,105.6,65.3,+.030,101.4,101.1,1349.0
227,218,McNeese St.,Slnd,14-14,-5.56,97.9,103.5,70.0,+.026,100.6,103.5,1270.0
228,219,Georgia St.,CAA,7-22,-5.62,102.3,107.9,63.6,-.104,103.8,101.3,1209.0
229,220,East Tennessee St.,ASun,15-13,-5.73,99.7,105.4,73.0,-.066,98.8,110.2,1190.0
230,221,Delaware,CAA,9-21,-5.73,96.8,102.6,67.6,-.033,103.7,102.6,1174.0
231,222,Tennessee Martin,OVC,13-15,-5.88,103.3,109.2,67.5,-.003,102.0,106.0,1404.0
232,223,Marshall,CUSA,12-16,-6.02,98.1,104.1,65.2,+.034,100.6,103.0,1267.0
233,224,Furman,SC,15-13,-6.04,102.6,108.7,62.6,-.016,100.6,106.8,1202.0
234,225,Fairfield,MAAC,9-19,-6.12,106.4,112.5,65.5,+.034,105.5,104.1,1193.0
235,226,UTSA,Slnd,11-17,-6.13,99.9,106.0,69.9,-.081,100.6,104.0,1427.0
236,227,Elon,SC,15-14,-6.23,97.6,103.8,64.0,+.076,103.0,105.2,1189.0
237,228,Utah Valley St.,ind,16-13,-6.37,101.8,108.2,59.3,-.011,99.0,107.5,1430.0
238,229,Rider,MAAC,8-20,-6.39,100.9,107.3,67.6,-.035,105.1,104.1,1351.0
239,230,Radford,BSth,16-13,-6.48,104.1,110.6,67.0,+.047,99.5,106.3,1347.0
240,231,New Orleans,SB,10-19,-6.53,99.1,105.6,63.0,+.002,102.6,101.3,1309.0
241,232,Western Michigan,MAC,14-17,-6.55,96.6,103.2,64.7,+.103,103.2,102.5,1444.0
242,233,Cornell,Ivy,13-15,-6.71,98.9,105.6,62.1,-.029,98.9,105.3,1165.0
243,234,Chicago St.,MCon,11-19,-6.90,101.2,108.1,65.3,+.043,104.3,104.9,1152.0
244,235,William & Mary,CAA,8-20,-7.05,98.6,105.7,65.3,-.070,102.5,102.4,1456.0
245,236,Chattanooga,SC,19-13,-7.18,98.8,106.0,67.1,+.107,100.7,105.7,1151.0
246,237,St. Bonaventure,A10,8-19,-7.24,100.3,107.5,67.5,-.064,103.5,103.8,1382.0
247,238,Appalachian St.,SC,14-16,-7.25,100.6,107.8,64.1,+.021,101.0,105.8,1111.0
248,239,TCU,MWC,6-25,-7.26,94.0,101.2,66.5,-.060,104.2,101.3,1395.0
249,240,Robert Morris,NEC,15-14,-7.30,104.0,111.3,66.7,+.035,98.6,105.2,1352.0
252,241,Hartford,AE,13-15,-7.45,101.6,109.1,65.1,-.026,97.8,105.3,1216.0
253,242,Mount St. Mary's,NEC,13-17,-7.57,96.8,104.4,63.4,-.008,100.4,106.4,1291.0
254,243,Cleveland St.,Horz,10-18,-7.75,91.6,99.4,68.1,-.010,104.9,104.8,1156.0
255,244,Western Carolina,SC,13-17,-7.77,99.7,107.5,63.4,-.036,101.4,105.2,1441.0
256,245,Florida Atlantic,ASun,15-13,-7.80,102.4,110.2,65.0,+.013,98.9,108.9,1194.0
257,246,Richmond,A10,13-17,-7.85,93.6,101.4,55.2,+.088,102.9,102.5,1350.0
258,247,Cal Poly,BW,10-19,-7.88,99.8,107.7,62.6,-.025,103.5,104.2,1142.0
259,248,Southern Utah,MCon,10-20,-7.93,101.7,109.6,64.6,-.100,102.6,106.6,1381.0
260,249,Towson,CAA,12-16,-7.97,103.1,111.1,67.4,+.074,101.3,103.1,1406.0
261,250,Weber St.,BSky,10-17,-8.01,99.0,107.0,62.6,+.020,104.3,105.4,1451.0
262,251,Wofford,SC,11-18,-8.13,99.6,107.7,63.2,-.079,102.7,104.5,1459.0
263,252,Youngstown St.,Horz,7-21,-8.15,103.5,111.7,63.8,-.108,103.8,104.7,1464.0
264,253,Quinnipiac,NEC,12-16,-8.19,98.6,106.8,69.9,-.021,99.1,105.9,1346.0
265,254,Wagner,NEC,13-14,-8.48,97.4,105.8,65.3,+.009,98.8,105.9,1447.0
266,255,Harvard,Ivy,13-14,-8.51,96.8,105.3,69.1,+.016,98.2,105.4,1217.0
267,256,Sacred Heart,NEC,11-17,-8.57,97.6,106.2,65.5,-.039,99.8,106.5,1357.0
268,257,American,Pat,12-17,-8.62,98.5,107.1,63.7,+.019,99.4,103.8,1110.0
269,258,Charleston Southern,BSth,13-16,-8.67,99.6,108.3,65.6,+.007,101.6,106.2,1149.0
270,259,Yale,Ivy,15-14,-8.72,96.0,104.7,68.4,+.069,97.7,105.5,1463.0
271,260,Bowling Green,MAC,9-21,-8.79,97.5,106.3,66.4,-.012,104.0,101.8,1132.0
272,261,Eastern Kentucky,OVC,14-16,-8.90,105.0,113.9,63.2,+.042,102.0,106.5,1184.0
273,262,Cal St. Northridge,BW,11-17,-9.16,95.6,104.8,69.3,+.038,102.8,105.2,1169.0
274,263,Gardner Webb,ASun,17-12,-9.19,100.4,109.6,62.7,+.159,100.4,107.8,1205.0
275,264,Eastern Michigan,MAC,7-21,-9.34,100.0,109.4,65.4,-.041,101.9,103.4,1185.0
276,265,Princeton,Ivy,12-15,-9.35,97.0,106.4,52.9,+.065,99.1,103.5,1343.0
277,266,UMBC,AE,10-19,-9.49,101.1,110.6,65.0,-.040,100.0,105.3,1420.0
278,267,St. Francis NY,NEC,10-17,-9.51,93.1,102.7,64.9,-.005,100.5,106.2,1383.0
279,268,Alabama A&M,SWAC,13-13,-9.65,94.5,104.1,73.4,-.040,94.2,106.1,1105.0
280,269,Jackson St.,SWAC,15-17,-10.25,95.7,106.0,70.3,+.008,95.8,105.2,1238.0
