,Rank,Team,Conf,W-L,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID,AdjEM
64,63,Illinois,B10,17-11,103.9,94.0,64.8,-.018,105.2,99.9,1228.0,9.900000000000006
65,64,Miami FL,ACC,18-10,109.6,99.3,62.6,+.009,103.5,98.7,1274.0,10.299999999999997
66,65,Sam Houston St.,Slnd,22-5,102.3,92.8,64.5,-.034,99.6,105.9,1358.0,9.5
67,66,Illinois St.,MVC,18-11,104.9,95.3,65.5,-.072,103.4,101.6,1229.0,9.600000000000009
68,67,Tulsa,Amer,20-7,101.9,92.6,64.8,+.121,102.1,101.2,1409.0,9.300000000000011
69,68,Valparaiso,Horz,26-5,103.7,94.4,63.2,+.065,102.4,104.6,1434.0,9.299999999999997
70,69,Louisiana Tech,CUSA,22-7,106.3,96.8,67.8,+.015,100.5,102.0,1256.0,9.5
71,70,South Carolina,SEC,13-14,101.3,92.4,64.8,-.074,106.1,97.7,1376.0,8.899999999999991
72,71,Old Dominion,CUSA,21-6,105.0,95.8,60.4,+.054,101.5,102.8,1330.0,9.200000000000003
73,72,Colorado St.,MWC,24-5,109.2,99.8,67.3,+.095,101.8,102.5,1161.0,9.400000000000006
74,73,Murray St.,OVC,25-4,111.9,102.5,66.6,+.109,99.4,103.8,1293.0,9.400000000000006
75,74,Pittsburgh,ACC,19-10,113.7,104.1,61.1,+.069,105.0,99.8,1338.0,9.600000000000009
76,75,Green Bay,Horz,22-7,102.3,93.7,65.6,+.046,103.4,103.4,1453.0,8.599999999999994
77,76,Central Michigan,MAC,21-5,112.8,103.4,64.4,+.031,100.9,103.8,1141.0,9.399999999999991
78,77,Harvard,Ivy,19-6,100.3,92.3,61.8,+.111,101.7,102.0,1217.0,8.0
79,78,Toledo,MAC,18-10,113.5,104.6,67.0,-.052,103.6,102.0,1405.0,8.900000000000006
80,79,Yale,Ivy,20-8,105.1,97.0,63.3,+.058,102.3,101.1,1463.0,8.099999999999994
81,80,Georgia Tech,ACC,12-16,100.5,93.0,64.2,-.066,106.4,99.3,1210.0,7.5
84,81,Seton Hall,BE,15-12,106.1,98.2,66.4,+.010,105.7,99.0,1371.0,7.8999999999999915
85,82,Georgia St.,SB,19-9,107.9,100.2,64.3,-.042,100.1,102.5,1209.0,7.700000000000003
86,83,Kansas St.,B12,14-15,103.7,96.4,62.4,+.010,105.5,97.1,1243.0,7.299999999999997
87,84,Memphis,Amer,17-11,101.8,94.7,66.8,-.011,101.9,100.7,1272.0,7.099999999999994
88,85,UTEP,CUSA,19-8,103.6,96.6,64.9,+.017,102.5,102.7,1431.0,7.0
89,86,Clemson,ACC,15-12,100.0,93.4,61.9,+.033,105.3,100.2,1155.0,6.599999999999994
90,87,Wofford,SC,24-6,101.6,94.9,61.9,+.133,103.3,105.0,1459.0,6.699999999999989
91,88,George Washington,A10,18-10,103.7,96.9,62.1,+.024,102.2,100.7,1203.0,6.799999999999997
92,89,New Mexico St.,WAC,19-10,103.9,97.2,64.0,-.077,100.2,104.4,1308.0,6.700000000000003
93,90,Michigan,B10,14-13,105.0,98.3,60.0,+.009,106.1,98.5,1276.0,6.700000000000003
94,91,Bowling Green,MAC,18-8,100.6,94.4,63.8,+.016,102.1,103.6,1132.0,6.199999999999989
95,92,South Dakota St.,Sum,21-8,106.4,100.0,66.0,+.009,101.3,104.0,1355.0,6.400000000000006
96,93,Iona,MAAC,24-6,110.0,103.4,70.2,+.060,100.4,102.3,1233.0,6.599999999999994
97,94,UC Irvine,BW,17-10,105.1,99.0,64.6,-.030,102.3,101.1,1414.0,6.099999999999994
98,95,Oregon St.,P12,17-11,96.4,90.9,60.6,+.046,104.4,100.9,1333.0,5.5
99,96,UC Davis,BW,21-5,110.6,104.4,63.9,+.061,100.6,103.6,1413.0,6.199999999999989
100,97,Creighton,BE,13-15,107.0,101.1,62.8,-.038,104.1,99.0,1166.0,5.900000000000006
101,98,Northwestern,B10,14-14,106.3,100.6,60.4,-.004,105.5,100.5,1321.0,5.700000000000003
102,99,Florida St.,ACC,15-14,103.0,97.5,66.1,+.013,105.0,100.8,1199.0,5.5
103,100,William & Mary,CAA,18-10,111.8,105.9,65.0,-.024,101.6,101.8,1456.0,5.8999999999999915
104,101,North Carolina Central,MEAC,21-6,100.5,95.4,60.0,+.065,97.4,103.5,1300.0,5.099999999999994
105,102,Penn St.,B10,15-13,100.0,95.0,65.8,+.003,104.3,99.9,1336.0,5.0
106,103,Tennessee,SEC,14-13,105.2,99.8,61.1,+.032,105.1,99.1,1397.0,5.400000000000006
107,104,La Salle,A10,15-13,98.6,93.9,65.0,+.000,103.5,99.7,1247.0,4.699999999999989
108,105,Wake Forest,ACC,12-16,104.4,99.5,68.8,-.040,105.0,98.6,1448.0,4.900000000000006
109,106,San Diego,WCC,14-15,100.3,95.5,63.6,-.071,105.5,101.8,1360.0,4.799999999999997
110,107,Akron,MAC,18-11,102.3,97.5,64.6,-.022,101.3,103.0,1103.0,4.799999999999997
111,108,Utah St.,MWC,17-10,105.0,100.1,63.6,-.016,101.0,102.4,1429.0,4.900000000000006
112,109,Cleveland St.,Horz,17-13,105.1,100.2,60.9,-.076,102.2,101.6,1156.0,4.8999999999999915
113,110,Vermont,AE,17-11,99.0,94.4,63.1,-.113,97.6,103.6,1436.0,4.599999999999994
114,111,UNLV,MWC,15-13,104.6,99.9,66.3,-.005,103.8,99.8,1424.0,4.699999999999989
115,112,Eastern Kentucky,OVC,18-10,105.4,100.7,64.3,-.032,100.2,103.2,1184.0,4.700000000000003
116,113,Pepperdine,WCC,16-12,99.5,95.0,63.8,-.010,104.3,101.7,1337.0,4.5
117,114,Kent St.,MAC,19-9,102.1,97.8,62.1,+.046,102.7,103.7,1245.0,4.299999999999997
118,115,Washington,P12,15-12,107.3,102.8,66.3,+.010,102.4,99.6,1449.0,4.5
119,116,UC Santa Barbara,BW,15-12,106.2,101.9,62.5,-.061,102.8,100.5,1364.0,4.299999999999997
120,117,Marquette,BE,11-16,102.6,98.6,64.3,-.056,107.0,99.3,1266.0,4.0
121,118,Colorado,P12,12-15,100.8,97.0,64.7,-.052,105.4,99.5,1160.0,3.799999999999997
122,119,Massachusetts,A10,16-12,103.2,99.5,67.7,+.081,104.1,99.2,1269.0,3.700000000000003
123,120,Hofstra,CAA,19-11,108.8,105.2,69.9,-.082,99.7,104.3,1220.0,3.5999999999999943
126,121,North Florida,ASun,19-11,107.7,104.1,67.2,-.029,100.6,103.5,1316.0,3.6000000000000085
127,122,UAB,CUSA,15-13,102.8,99.5,66.0,+.004,101.7,101.4,1412.0,3.299999999999997
128,123,Hawaii,BW,19-11,100.9,97.8,69.8,-.006,100.9,102.9,1218.0,3.1000000000000085
129,124,Portland,WCC,16-13,106.2,103.0,65.1,-.018,104.3,102.0,1339.0,3.200000000000003
130,125,Nebraska,B10,13-15,95.8,93.1,63.4,+.012,106.3,100.4,1304.0,2.700000000000003
131,126,Albany,AE,20-8,104.2,101.3,61.1,+.037,98.6,103.5,1107.0,2.9000000000000057
132,127,High Point,BSth,22-7,106.7,103.8,63.0,+.163,101.8,104.4,1219.0,2.9000000000000057
133,128,New Mexico,MWC,14-14,100.8,98.1,62.4,-.064,102.0,101.6,1307.0,2.700000000000003
134,129,Evansville,MVC,19-10,102.0,99.3,66.2,+.050,101.8,102.1,1191.0,2.700000000000003
135,130,Northeastern,CAA,19-11,104.7,102.0,64.1,+.018,102.2,103.1,1318.0,2.700000000000003
136,131,Wyoming,MWC,21-7,100.4,97.8,59.5,+.090,99.8,103.4,1461.0,2.6000000000000085
137,132,Long Beach St.,BW,13-16,101.0,98.9,65.6,+.034,106.5,98.3,1253.0,2.0999999999999943
138,133,St. Bonaventure,A10,14-12,101.3,99.2,64.9,+.020,103.2,101.2,1382.0,2.0999999999999943
139,134,St. Francis NY,NEC,21-9,102.7,100.6,64.4,-.002,98.0,104.2,1383.0,2.1000000000000085
140,135,Georgia Southern,SB,20-6,100.2,98.2,64.7,+.003,97.9,103.9,1204.0,2.0
141,136,Eastern Washington,BSky,21-7,108.7,106.6,68.5,+.068,102.3,105.5,1186.0,2.1000000000000085
142,137,Western Michigan,MAC,17-11,106.5,104.5,65.2,+.050,103.1,101.9,1444.0,2.0
143,138,California,P12,16-12,100.1,98.1,65.5,+.079,104.6,101.2,1143.0,2.0
144,139,Stony Brook,AE,20-10,99.0,97.2,64.1,+.031,99.4,102.8,1392.0,1.7999999999999972
145,140,Cal Poly,BW,13-13,101.3,99.5,59.1,-.035,103.3,101.2,1142.0,1.7999999999999972
146,141,Oakland,Horz,16-14,109.1,107.3,66.4,+.045,104.3,101.6,1324.0,1.7999999999999972
147,142,DePaul,BE,12-17,107.0,105.3,67.6,+.007,105.6,99.4,1177.0,1.7000000000000028
148,143,San Francisco,WCC,12-17,103.9,102.4,65.8,-.103,104.3,101.5,1362.0,1.5
149,144,Western Kentucky,CUSA,17-10,103.7,102.3,67.7,+.032,100.9,101.8,1443.0,1.4000000000000057
150,145,Coastal Carolina,BSth,21-9,103.8,102.5,64.0,-.012,100.4,105.3,1157.0,1.2999999999999972
151,146,Rider,MAAC,20-10,99.9,98.7,64.5,+.111,100.6,103.2,1351.0,1.2000000000000028
152,147,Charlotte,CUSA,12-16,108.1,106.8,66.9,-.110,101.5,100.6,1150.0,1.2999999999999972
153,148,Chattanooga,SC,21-9,103.8,102.6,65.2,+.112,101.2,105.3,1151.0,1.2000000000000028
154,149,Louisiana Monroe,SB,19-9,97.8,96.8,61.5,+.078,101.0,103.1,1419.0,1.0
155,150,Boston College,ACC,9-18,103.3,102.2,63.8,-.064,104.8,99.0,1130.0,1.0999999999999943
156,151,Eastern Michigan,MAC,17-11,97.5,96.6,67.2,+.000,103.8,103.7,1185.0,0.9000000000000057
157,152,Saint Joseph's,A10,12-15,99.6,98.9,63.7,+.004,102.5,100.0,1386.0,0.6999999999999886
159,154,Auburn,SEC,12-16,103.9,103.2,68.7,+.046,104.1,97.3,1120.0,0.7000000000000028
160,155,Indiana St.,MVC,14-15,101.8,101.3,67.0,-.004,101.5,100.6,1232.0,0.5
161,156,UNC Wilmington,CAA,17-11,99.4,99.0,67.3,+.091,102.6,103.3,1423.0,0.4000000000000057
162,157,Columbia,Ivy,13-12,104.8,104.5,60.5,-.064,100.4,101.2,1162.0,0.29999999999999716
163,158,Loyola Chicago,MVC,17-12,102.8,102.6,60.2,+.051,102.3,100.7,1260.0,0.20000000000000284
164,159,Colgate,Pat,14-16,106.5,106.4,61.0,-.072,101.5,103.1,1159.0,0.09999999999999432
165,160,Montana,BSky,16-11,103.4,103.4,62.6,-.029,102.3,106.4,1285.0,0.0
168,161,Florida Gulf Coast,ASun,21-8,99.3,99.4,64.5,+.096,101.5,105.7,1195.0,-0.10000000000000853
169,162,USC,P12,10-18,97.6,97.6,69.3,-.023,103.8,99.4,1425.0,0.0
170,163,Mississippi St.,SEC,12-16,98.9,99.0,64.3,-.027,103.5,99.9,1280.0,-0.09999999999999432
171,164,Tennessee Martin,OVC,18-10,107.6,107.7,61.4,+.048,99.9,102.7,1404.0,-0.10000000000000853
172,165,North Dakota St.,Sum,20-9,102.8,102.9,60.6,+.095,99.9,104.4,1295.0,-0.10000000000000853
173,166,Quinnipiac,MAAC,15-13,100.6,100.7,66.9,-.073,99.1,103.4,1346.0,-0.10000000000000853
174,167,Middle Tennessee,CUSA,15-13,98.6,98.8,62.1,+.006,101.2,102.5,1292.0,-0.20000000000000284
175,168,Manhattan,MAAC,15-13,100.9,101.3,68.2,-.003,100.5,103.1,1264.0,-0.3999999999999915
176,169,IPFW,Sum,15-13,104.8,105.3,64.2,-.030,101.0,102.9,1236.0,-0.5
177,170,Texas Tech,B12,12-17,97.5,98.1,62.1,-.015,104.7,99.4,1403.0,-0.5999999999999943
178,171,Belmont,OVC,18-10,105.8,106.4,67.6,+.071,100.8,103.4,1125.0,-0.6000000000000085
179,172,Charleston Southern,BSth,18-10,106.7,107.3,65.9,+.065,101.2,104.9,1149.0,-0.5999999999999943
180,173,Virginia Tech,ACC,10-18,103.5,104.3,64.3,-.053,104.1,100.8,1439.0,-0.7999999999999972
181,174,Winthrop,BSth,16-12,102.7,103.5,66.1,-.064,99.8,104.8,1457.0,-0.7999999999999972
182,175,New Hampshire,AE,17-11,99.1,99.9,64.7,-.019,98.2,103.5,1306.0,-0.8000000000000114
183,176,Cornell,Ivy,13-14,95.3,96.1,64.8,-.021,100.5,101.4,1165.0,-0.7999999999999972
184,177,USC Upstate,ASun,21-9,102.2,103.2,64.2,-.045,97.4,105.9,1367.0,-1.0
185,178,Dartmouth,Ivy,11-14,100.7,101.7,63.5,-.064,100.2,102.1,1171.0,-1.0
186,179,UT Arlington,SB,15-12,101.7,102.7,70.4,+.042,100.7,102.1,1426.0,-1.0
187,180,Canisius,MAAC,16-13,100.0,101.1,63.2,-.027,100.0,102.4,1145.0,-1.0999999999999943
188,181,Detroit,Horz,14-17,102.5,103.7,68.0,-.016,104.0,102.2,1178.0,-1.2000000000000028
189,182,Monmouth,MAAC,16-14,98.8,100.0,64.0,-.007,100.2,102.5,1284.0,-1.2000000000000028
190,183,NJIT,ind,16-11,100.8,102.1,66.4,+.023,101.0,103.7,1312.0,-1.2999999999999972
191,184,Northern Illinois,MAC,11-15,101.7,103.1,63.1,-.029,103.2,102.3,1296.0,-1.3999999999999915
192,185,Princeton,Ivy,12-14,103.4,104.9,65.4,-.048,100.1,102.1,1343.0,-1.5
193,186,Missouri,SEC,8-20,101.1,102.8,63.0,-.033,106.1,97.4,1281.0,-1.7000000000000028
194,187,Fordham,A10,9-17,100.3,102.0,66.7,-.063,101.3,99.0,1200.0,-1.7000000000000028
195,188,Lehigh,Pat,16-12,98.3,100.0,66.8,+.026,101.3,104.4,1250.0,-1.7000000000000028
196,189,Miami OH,MAC,12-16,101.6,103.3,65.7,+.017,102.2,102.1,1275.0,-1.7000000000000028
197,190,Radford,BSth,20-10,105.0,106.9,64.8,+.094,100.8,104.2,1347.0,-1.9000000000000057
198,191,Mercer,SC,16-14,103.1,104.9,60.4,-.046,101.1,104.3,1273.0,-1.8000000000000114
199,192,Morehead St.,OVC,14-16,100.5,102.3,65.1,-.100,101.6,103.2,1287.0,-1.7999999999999972
200,193,Washington St.,P12,12-15,107.0,109.0,68.1,+.095,104.7,99.5,1450.0,-2.0
201,194,Fresno St.,MWC,13-15,102.1,104.0,65.4,+.041,100.9,100.0,1201.0,-1.9000000000000057
202,195,UTSA,CUSA,13-13,105.4,107.4,66.3,-.036,99.8,102.6,1427.0,-2.0
203,196,Maryland Eastern Shore,MEAC,16-13,104.2,106.3,64.8,+.051,98.8,102.7,1271.0,-2.0999999999999943
204,197,Incarnate Word,Slnd,17-7,110.1,112.4,67.8,+.066,99.1,103.7,1230.0,-2.3000000000000114
205,198,Bucknell,Pat,17-13,102.5,104.6,64.6,+.080,102.2,104.2,1137.0,-2.0999999999999943
206,199,Robert Morris,NEC,15-14,100.7,102.9,65.7,+.008,101.1,104.3,1352.0,-2.200000000000003
207,200,Norfolk St.,MEAC,18-11,102.7,104.9,65.8,+.061,99.3,103.1,1313.0,-2.200000000000003
210,201,Northern Arizona,BSky,16-12,100.4,102.8,65.5,+.045,102.2,104.9,1319.0,-2.3999999999999915
211,202,Duquesne,A10,10-16,107.0,109.8,67.9,-.042,101.0,100.6,1182.0,-2.799999999999997
212,203,James Madison,CAA,18-12,102.7,105.5,64.9,+.119,101.6,103.7,1241.0,-2.799999999999997
213,204,Mount St. Mary's,NEC,14-14,96.5,99.3,62.7,+.038,101.3,103.5,1291.0,-2.799999999999997
214,205,East Carolina,Amer,12-16,101.0,103.9,61.8,-.024,100.6,100.3,1187.0,-2.9000000000000057
215,206,Air Force,MWC,13-14,106.1,109.3,61.0,-.055,99.8,102.3,1102.0,-3.200000000000003
216,207,Oral Roberts,Sum,16-13,103.3,106.4,66.0,+.087,100.9,101.5,1331.0,-3.1000000000000085
217,208,Tulane,Amer,14-13,97.5,100.5,64.1,+.043,100.1,100.4,1408.0,-3.0
218,209,Northwestern St.,Slnd,16-10,112.4,116.1,72.6,+.030,99.9,102.8,1322.0,-3.6999999999999886
219,210,Milwaukee,Horz,13-16,100.6,103.8,64.8,+.031,103.5,102.0,1454.0,-3.200000000000003
220,211,North Texas,CUSA,14-13,98.2,101.5,65.8,+.057,101.4,103.0,1317.0,-3.299999999999997
221,212,Sacramento St.,BSky,18-8,105.1,108.7,62.6,+.136,101.1,106.6,1170.0,-3.6000000000000085
222,213,Rutgers,B10,10-19,95.6,98.9,65.9,+.051,105.5,98.6,1353.0,-3.3000000000000114
223,214,Gardner Webb,BSth,18-12,106.4,110.2,68.0,+.101,102.0,103.1,1205.0,-3.799999999999997
224,215,American,Pat,15-14,98.9,102.4,57.1,+.032,101.0,102.9,1110.0,-3.5
225,216,Saint Peter's,MAAC,13-17,97.1,100.8,61.1,-.071,99.6,103.0,1389.0,-3.700000000000003
226,217,Lafayette,Pat,16-12,109.2,113.6,65.7,+.064,101.2,103.6,1248.0,-4.3999999999999915
227,218,Denver,Sum,12-16,105.2,109.5,57.1,-.050,100.8,103.9,1176.0,-4.299999999999997
228,219,UC Riverside,BW,14-13,96.4,100.3,65.6,+.068,102.5,102.9,1415.0,-3.8999999999999915
229,220,Boston University,Pat,13-15,103.8,108.0,65.3,+.001,101.1,103.0,1131.0,-4.200000000000003
230,221,Idaho,BSky,12-14,105.5,109.9,67.7,-.067,102.9,106.1,1225.0,-4.400000000000006
231,222,Texas Southern,SWAC,15-12,98.8,103.0,62.8,+.108,100.4,102.8,1411.0,-4.200000000000003
232,223,East Tennessee St.,SC,16-12,102.1,106.4,67.6,+.057,101.2,104.3,1190.0,-4.300000000000011
233,224,Eastern Illinois,OVC,16-13,96.9,101.0,62.8,+.109,101.9,103.0,1183.0,-4.099999999999994
234,225,Santa Clara,WCC,12-17,102.0,106.5,61.3,+.041,104.8,100.8,1365.0,-4.5
235,226,Arkansas Little Rock,SB,13-15,104.0,108.7,64.8,-.022,98.2,102.7,1114.0,-4.700000000000003
236,227,George Mason,A10,8-19,99.2,104.1,65.2,+.034,103.9,98.7,1206.0,-4.8999999999999915
237,228,SIU Edwardsville,OVC,12-15,96.0,100.9,66.8,-.038,100.9,104.8,1188.0,-4.900000000000006
238,229,Texas A&M; Corpus Chris,Slnd,15-12,97.5,102.7,63.3,+.064,101.3,105.9,1394.0,-5.200000000000003
239,230,Sacred Heart,NEC,14-16,101.4,106.8,69.2,-.011,99.4,104.4,1357.0,-5.3999999999999915
240,231,Pacific,WCC,12-17,100.9,106.4,62.2,+.068,105.2,101.4,1334.0,-5.5
241,232,St. Francis PA,NEC,15-13,97.5,102.9,63.1,+.050,100.1,103.7,1384.0,-5.400000000000006
242,233,Wright St.,Horz,11-18,97.3,103.0,64.1,-.018,103.4,102.6,1460.0,-5.700000000000003
243,234,Southeast Missouri St.,OVC,12-16,100.5,106.4,66.4,-.045,100.8,103.4,1369.0,-5.900000000000006
244,235,South Dakota,Sum,15-15,100.2,106.1,65.4,+.034,101.0,103.5,1377.0,-5.8999999999999915
245,236,Rice,CUSA,10-17,98.6,104.5,61.4,-.002,101.5,102.3,1349.0,-5.900000000000006
246,237,Southern Illinois,MVC,10-20,96.7,102.5,63.3,-.076,100.8,101.1,1356.0,-5.799999999999997
247,238,Howard,MEAC,15-13,93.4,99.0,63.3,+.038,99.2,103.7,1224.0,-5.599999999999994
248,239,Northern Kentucky,ASun,12-16,102.1,108.2,64.3,-.048,102.6,105.4,1297.0,-6.1000000000000085
249,240,Houston,Amer,9-18,98.6,104.6,64.7,-.075,100.0,101.4,1222.0,-6.0
252,241,UNC Asheville,BSth,13-15,100.0,106.3,67.6,-.033,101.9,104.8,1421.0,-6.299999999999997
253,242,Bryant,NEC,14-14,103.9,110.5,63.6,+.053,99.7,102.8,1136.0,-6.599999999999994
254,243,Ohio,MAC,9-18,101.5,107.9,66.2,-.021,101.5,101.3,1325.0,-6.400000000000006
255,244,Western Carolina,SC,13-16,99.1,105.4,66.6,+.006,102.0,104.1,1441.0,-6.300000000000011
256,245,UCF,Amer,12-15,101.9,108.5,64.4,+.102,100.8,100.5,1416.0,-6.599999999999994
257,246,Saint Louis,A10,11-17,96.6,102.9,63.4,+.077,101.8,99.9,1387.0,-6.300000000000011
258,247,Portland St.,BSky,14-11,102.8,109.6,66.2,+.099,102.0,106.0,1340.0,-6.799999999999997
259,248,Towson,CAA,12-18,99.7,106.5,61.0,-.008,100.4,103.1,1406.0,-6.799999999999997
260,249,Nevada,MWC,8-19,97.6,104.3,64.3,-.106,101.8,101.4,1305.0,-6.700000000000003
261,250,Missouri St.,MVC,11-18,97.5,104.2,61.8,-.001,102.8,100.6,1283.0,-6.700000000000003
262,251,Loyola Marymount,WCC,8-21,102.2,109.3,62.4,+.024,105.8,99.9,1258.0,-7.099999999999994
263,252,Delaware St.,MEAC,13-15,100.9,107.9,68.2,+.035,99.2,101.6,1175.0,-7.0
264,253,Texas St.,SB,12-14,90.7,97.0,61.5,-.027,101.4,103.4,1402.0,-6.299999999999997
