,Rank,Team,Conf,W-L,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID,AdjEM
52,51,La Salle,A10,19-7,110.0,93.9,66.5,+.025,103.2,98.4,1247.0,16.099999999999994
53,52,Butler,A10,22-6,108.7,93.2,64.5,+.068,104.0,98.3,1139.0,15.5
54,53,Stony Brook,AE,22-6,103.8,89.5,64.6,-.029,97.8,101.4,1392.0,14.299999999999997
55,54,Stanford,P12,16-13,106.8,92.1,68.1,-.081,105.3,96.5,1390.0,14.700000000000003
56,55,Villanova,BE,18-11,104.7,90.4,67.5,+.021,104.5,95.5,1437.0,14.299999999999997
57,56,California,P12,19-9,105.3,90.9,66.4,+.058,104.2,95.9,1143.0,14.399999999999991
58,57,Southern Mississippi,CUSA,21-7,107.8,93.4,64.9,+.038,101.2,99.2,1379.0,14.399999999999991
59,58,Boise St.,MWC,19-8,111.2,96.5,66.1,+.031,103.6,97.6,1129.0,14.700000000000003
60,59,Providence,BE,15-12,107.9,93.7,66.7,-.051,103.8,96.4,1344.0,14.200000000000003
61,60,Tennessee,SEC,17-10,108.5,94.5,63.4,+.004,103.7,96.3,1397.0,14.0
62,61,Bucknell,Pat,24-5,105.4,91.8,64.0,-.023,101.0,101.3,1137.0,13.600000000000009
63,62,Illinois St.,MVC,17-13,109.1,95.2,70.4,-.097,102.6,99.1,1229.0,13.899999999999991
64,63,Stephen F. Austin,Slnd,23-3,96.7,84.8,61.6,+.005,96.2,104.9,1372.0,11.900000000000006
65,64,Maryland,ACC,19-9,105.7,93.0,67.4,-.031,102.2,100.7,1268.0,12.700000000000003
66,65,Brigham Young,WCC,20-10,107.5,94.6,71.2,-.008,104.3,100.6,1140.0,12.900000000000006
67,66,Dayton,A10,15-12,109.3,96.6,66.9,-.095,102.0,97.7,1173.0,12.700000000000003
68,67,Louisiana Tech,WAC,25-3,100.8,89.1,70.2,+.058,99.3,102.8,1256.0,11.700000000000003
69,68,Temple,A10,20-8,110.4,97.9,67.2,+.051,103.5,97.9,1396.0,12.5
70,69,Northern Iowa,MVC,17-13,104.6,93.0,62.4,-.034,104.5,97.2,1320.0,11.599999999999994
71,70,Davidson,SC,22-7,109.6,97.5,64.9,+.013,99.0,102.8,1172.0,12.099999999999994
72,71,North Dakota St.,Sum,21-8,101.9,90.7,60.5,+.009,101.1,104.0,1295.0,11.200000000000003
73,72,Ohio,MAC,20-8,106.7,95.1,68.3,+.005,99.1,101.1,1325.0,11.600000000000009
74,73,Valparaiso,Horz,23-7,108.7,97.0,66.2,+.010,99.4,101.9,1434.0,11.700000000000003
75,74,Alabama,SEC,19-9,100.5,89.7,62.1,+.026,102.1,98.3,1104.0,10.799999999999997
76,75,Arkansas,SEC,17-11,105.5,94.2,71.0,+.000,101.9,97.5,1116.0,11.299999999999997
77,76,Detroit,Horz,19-11,113.9,101.8,70.7,-.033,101.7,98.3,1178.0,12.100000000000009
78,77,Princeton,Ivy,14-9,108.4,97.2,59.8,-.090,101.0,100.5,1343.0,11.200000000000003
79,78,Air Force,MWC,16-10,112.2,101.7,65.0,+.031,102.9,97.5,1102.0,10.5
80,79,Arizona St.,P12,20-9,106.0,96.1,65.5,+.010,101.0,99.5,1113.0,9.900000000000006
81,80,Southern California,P12,13-15,103.9,94.2,67.5,-.018,104.7,94.9,1425.0,9.700000000000003
84,81,Purdue,B10,13-15,101.4,92.1,66.0,-.043,104.8,96.5,1345.0,9.300000000000011
85,82,Xavier,A10,16-11,104.2,94.6,63.4,-.022,103.3,97.8,1462.0,9.600000000000009
86,83,Lehigh,Pat,19-8,107.0,97.3,67.1,+.004,99.7,101.7,1250.0,9.700000000000003
87,84,Washington,P12,15-13,105.5,96.0,65.9,-.004,104.6,96.5,1449.0,9.5
88,85,Georgia Tech,ACC,15-12,97.3,88.8,66.6,-.034,103.3,99.7,1210.0,8.5
89,86,Wyoming,MWC,18-10,100.8,92.0,60.9,+.038,103.6,97.4,1461.0,8.799999999999997
90,87,Weber St.,BSky,21-5,106.5,97.2,65.0,-.038,97.8,105.6,1451.0,9.299999999999997
91,88,Richmond,A10,17-11,106.0,96.7,64.7,+.022,102.8,98.9,1350.0,9.299999999999997
92,89,Santa Clara,WCC,21-9,107.1,97.9,67.5,+.049,101.0,100.5,1365.0,9.199999999999989
93,90,Massachusetts,A10,17-9,106.4,97.3,71.3,+.073,103.2,98.3,1269.0,9.100000000000009
94,91,Saint Joseph's,A10,15-11,107.1,98.2,63.0,+.009,104.4,98.3,1386.0,8.899999999999991
95,92,Evansville,MVC,17-13,104.7,95.9,65.6,-.032,103.1,99.0,1191.0,8.799999999999997
96,93,Vanderbilt,SEC,12-15,102.0,93.5,60.9,-.070,102.9,97.3,1435.0,8.5
97,94,St. John's,BE,16-11,100.7,92.6,67.8,+.074,104.4,97.4,1385.0,8.100000000000009
98,95,Texas A&M;,SEC,16-12,104.4,96.1,61.2,-.005,102.2,97.0,1401.0,8.300000000000011
99,96,Indiana St.,MVC,17-12,102.8,94.7,65.6,+.016,104.7,98.2,1232.0,8.099999999999994
100,97,Clemson,ACC,13-14,99.7,92.4,62.3,-.077,103.1,98.7,1155.0,7.299999999999997
101,98,Harvard,Ivy,17-7,107.6,99.7,65.4,+.039,100.8,100.3,1217.0,7.8999999999999915
102,99,New Mexico St.,WAC,19-9,103.3,96.0,65.2,+.025,100.5,100.0,1308.0,7.299999999999997
103,100,Texas,B12,13-15,99.5,92.7,66.4,-.033,103.0,96.8,1400.0,6.799999999999997
104,101,Iona,MAAC,15-13,113.0,105.3,70.8,-.144,100.6,99.0,1233.0,7.700000000000003
105,102,Utah St.,WAC,19-8,109.2,101.9,61.6,+.041,100.3,100.7,1429.0,7.299999999999997
106,103,Louisiana St.,SEC,17-9,102.8,96.0,69.4,+.047,100.3,98.8,1261.0,6.799999999999997
107,104,George Washington,A10,12-14,97.3,91.2,68.4,-.085,103.1,99.5,1203.0,6.099999999999994
108,105,Eastern Kentucky,OVC,23-7,108.9,102.2,64.5,+.050,98.8,103.0,1184.0,6.700000000000003
109,106,St. Bonaventure,A10,13-13,108.2,101.7,66.4,-.025,104.3,99.5,1382.0,6.5
110,107,Seton Hall,BE,14-15,103.0,96.8,65.6,-.018,103.4,96.6,1371.0,6.200000000000003
111,108,Wisconsin Green Bay,Horz,16-13,102.3,96.3,64.0,-.053,101.5,100.6,1453.0,6.0
112,109,South Dakota St.,Sum,22-9,109.3,102.9,64.9,+.026,99.5,102.8,1355.0,6.3999999999999915
113,110,Georgia,SEC,13-15,99.0,93.3,62.3,+.009,103.2,96.7,1208.0,5.700000000000003
114,111,Oregon St.,P12,13-16,108.0,101.9,68.8,-.128,100.8,98.4,1333.0,6.099999999999994
115,112,Washington St.,P12,11-17,104.2,98.4,62.3,-.124,102.8,98.1,1450.0,5.799999999999997
116,113,Boston College,ACC,12-16,107.6,101.8,63.8,-.002,104.8,97.4,1130.0,5.799999999999997
117,114,Canisius,MAAC,18-11,109.3,103.4,66.3,+.014,100.6,99.9,1145.0,5.8999999999999915
118,115,West Virginia,B12,13-15,103.2,97.8,64.4,-.022,104.4,97.7,1452.0,5.400000000000006
119,116,Rutgers,BE,13-13,107.0,101.5,64.6,+.031,103.3,95.7,1353.0,5.5
120,117,Loyola MD,MAAC,20-9,103.5,98.4,63.4,+.058,98.8,100.9,1259.0,5.099999999999994
121,118,Florida St.,ACC,15-13,104.4,99.4,66.5,+.067,103.6,96.3,1199.0,5.0
122,119,Arkansas St.,SB,18-10,98.1,93.5,65.5,-.015,98.1,103.6,1117.0,4.599999999999994
123,120,Texas El Paso,CUSA,15-12,99.7,95.0,61.4,-.001,101.7,99.8,1431.0,4.700000000000003
126,121,Drake,MVC,14-15,105.6,100.9,69.4,+.019,104.8,98.0,1179.0,4.699999999999989
127,122,Wake Forest,ACC,12-15,100.8,96.5,68.7,-.000,104.3,97.7,1448.0,4.299999999999997
128,123,Fairfield,MAAC,17-12,98.2,94.3,62.4,+.004,101.2,101.6,1193.0,3.9000000000000057
129,124,San Francisco,WCC,14-15,106.3,102.1,66.9,-.040,103.3,98.6,1362.0,4.200000000000003
130,125,Vermont,AE,19-9,101.6,97.6,62.1,+.031,98.1,101.9,1436.0,4.0
131,126,Fresno St.,MWC,9-18,98.2,94.4,62.4,-.051,105.6,95.3,1201.0,3.799999999999997
132,127,Kent St.,MAC,16-12,106.8,103.0,66.7,-.049,99.3,100.5,1245.0,3.799999999999997
133,128,Murray St.,OVC,20-8,103.0,99.6,66.5,-.013,99.8,103.1,1293.0,3.4000000000000057
134,129,Pacific,BW,16-12,103.9,100.4,63.2,+.016,103.8,100.7,1334.0,3.5
135,130,Long Beach St.,BW,17-10,103.8,100.6,67.7,+.116,102.2,99.0,1253.0,3.200000000000003
136,131,Western Michigan,MAC,18-9,100.5,97.5,65.9,+.089,100.4,101.2,1444.0,3.0
137,132,Northwestern,B10,13-16,102.0,99.0,61.1,+.000,104.6,96.3,1321.0,3.0
138,133,Niagara,MAAC,17-12,104.3,101.3,69.4,+.024,100.6,100.7,1310.0,3.0
139,134,Mercer,ASun,20-10,98.8,96.1,62.5,+.024,97.2,103.3,1273.0,2.700000000000003
140,135,Utah,P12,11-16,100.3,97.5,62.7,-.077,103.6,97.4,1428.0,2.799999999999997
141,136,Tulane,CUSA,18-10,105.0,102.1,65.0,-.022,96.5,101.8,1408.0,2.9000000000000057
142,137,North Carolina Central,MEAC,19-8,99.0,96.3,64.3,+.001,95.6,102.4,1300.0,2.700000000000003
143,138,George Mason,CAA,17-12,101.0,98.4,66.7,-.004,100.5,101.0,1206.0,2.5999999999999943
144,139,Cal Poly,BW,14-12,105.8,103.1,60.4,-.015,101.7,100.8,1142.0,2.700000000000003
145,140,Charlotte,A10,18-9,98.6,96.2,67.6,+.142,102.3,100.5,1150.0,2.3999999999999915
146,141,Wright St.,Horz,18-11,95.3,93.0,63.6,+.006,100.0,101.9,1460.0,2.299999999999997
147,142,Robert Morris,NEC,21-9,103.7,101.2,64.9,+.050,97.6,104.0,1352.0,2.5
148,143,Central Florida,CUSA,19-9,105.7,103.4,66.3,+.064,98.8,100.2,1416.0,2.299999999999997
149,144,Florida Gulf Coast,ASun,20-10,101.0,98.8,68.7,+.028,99.1,102.5,1195.0,2.200000000000003
150,145,East Carolina,CUSA,16-10,104.2,102.0,69.1,+.024,100.9,100.3,1187.0,2.200000000000003
151,146,UC Irvine,BW,16-13,99.2,97.2,65.9,-.010,101.2,100.4,1414.0,2.0
152,147,Nebraska,B10,13-15,97.8,95.9,63.1,+.096,106.5,96.2,1304.0,1.8999999999999915
153,148,Boston University,AE,17-12,104.0,102.0,65.8,-.025,97.4,100.1,1131.0,2.0
154,149,Northwestern St.,Slnd,19-7,103.6,101.7,75.0,+.039,97.5,102.4,1322.0,1.8999999999999915
155,150,DePaul,BE,11-17,103.2,101.4,73.3,-.048,102.1,97.0,1177.0,1.7999999999999972
156,151,Western Illinois,Sum,20-7,95.2,93.7,57.9,+.006,97.7,104.7,1442.0,1.5
157,152,Montana,BSky,19-6,104.3,102.7,64.5,+.114,100.2,105.2,1285.0,1.5999999999999943
158,153,Penn St.,B10,9-18,100.2,98.8,65.5,+.017,105.9,95.8,1336.0,1.4000000000000057
159,154,UAB,CUSA,14-14,99.6,98.4,70.5,-.009,101.6,100.5,1412.0,1.1999999999999886
160,155,Texas Southern,SWAC,16-14,104.1,103.0,63.8,-.067,96.2,103.5,1411.0,1.0999999999999943
161,156,Northeastern,CAA,19-10,106.1,105.1,63.7,+.059,100.0,102.1,1318.0,1.0
162,157,Albany,AE,21-9,100.3,99.4,63.7,+.077,95.5,102.4,1107.0,0.8999999999999915
163,158,Virginia Tech,ACC,12-16,105.4,104.6,67.0,+.029,103.4,97.1,1439.0,0.8000000000000114
164,159,College of Charleston,SC,21-9,99.5,98.7,64.5,+.107,97.9,103.3,1158.0,0.7999999999999972
165,160,Bradley,MVC,16-14,100.7,100.2,66.6,+.042,102.0,100.5,1133.0,0.5
168,161,Texas Arlington,WAC,16-10,95.6,95.1,66.3,+.063,98.9,100.8,1426.0,0.5
169,162,Nevada,MWC,12-15,101.6,101.1,66.7,+.058,104.5,97.5,1305.0,0.5
170,163,Rider,MAAC,17-13,98.1,97.7,65.9,+.047,100.0,100.8,1351.0,0.3999999999999915
171,164,Towson,CAA,17-13,101.6,101.5,66.3,+.043,100.8,101.5,1406.0,0.09999999999999432
172,165,Oral Roberts,Slnd,17-12,103.9,103.9,65.9,-.002,98.1,100.9,1331.0,0.0
173,166,Rhode Island,A10,8-18,99.0,99.1,63.5,-.039,103.6,97.7,1348.0,-0.09999999999999432
174,167,Drexel,CAA,12-17,100.8,100.9,62.0,-.080,101.6,101.2,1180.0,-0.10000000000000853
175,168,South Florida,BE,10-17,97.8,97.9,61.1,-.000,105.0,95.6,1378.0,-0.10000000000000853
176,169,Delaware,CAA,17-13,102.0,102.4,67.6,+.079,101.4,100.1,1174.0,-0.4000000000000057
177,170,Army,Pat,15-13,103.7,104.2,68.2,-.064,97.9,102.7,1119.0,-0.5
178,171,Charleston Southern,BSth,16-11,100.7,101.3,68.0,-.076,97.7,103.7,1149.0,-0.5999999999999943
179,172,Lafayette,Pat,16-14,102.9,103.6,66.0,+.051,100.3,101.6,1248.0,-0.6999999999999886
180,173,Southern,SWAC,20-9,97.4,98.2,65.5,-.038,92.9,105.5,1380.0,-0.7999999999999972
181,174,Georgia St.,CAA,15-16,103.8,104.6,64.4,-.050,99.9,102.4,1209.0,-0.7999999999999972
182,175,Manhattan,MAAC,11-16,93.9,94.7,62.7,-.021,101.6,100.0,1264.0,-0.7999999999999972
183,176,Gardner Webb,BSth,19-11,96.3,97.5,62.7,-.017,98.0,103.4,1205.0,-1.2000000000000028
184,177,Southern Illinois,MVC,13-16,99.8,101.1,63.2,+.039,102.8,99.0,1356.0,-1.2999999999999972
185,178,NC Asheville,BSth,16-14,101.4,102.8,68.6,-.077,99.9,102.6,1421.0,-1.3999999999999915
186,179,Tennessee St.,OVC,16-13,101.3,102.7,67.8,+.039,101.6,101.5,1398.0,-1.4000000000000057
187,180,Bryant,NEC,18-10,106.7,108.3,66.5,+.081,99.1,103.6,1136.0,-1.5999999999999943
188,181,Southern Methodist,CUSA,14-14,97.5,99.0,64.4,-.060,98.2,101.9,1374.0,-1.5
189,182,Loyola Chicago,Horz,14-15,100.0,101.6,63.6,-.058,98.7,100.9,1260.0,-1.5999999999999943
190,183,Auburn,SEC,9-19,97.4,98.9,66.3,-.092,102.7,98.6,1120.0,-1.5
191,184,Tulsa,CUSA,14-13,96.4,97.9,67.6,+.047,101.2,100.2,1409.0,-1.5
192,185,Oakland,Sum,16-14,105.8,107.6,68.9,+.064,102.3,100.6,1324.0,-1.7999999999999972
193,186,Youngstown St.,Horz,16-13,101.1,103.1,68.3,+.016,100.2,100.6,1464.0,-2.0
194,187,Wagner,NEC,17-11,96.8,98.8,67.2,+.066,99.9,104.0,1447.0,-2.0
195,188,Hawaii,BW,17-11,102.1,104.2,69.8,+.055,98.0,102.5,1218.0,-2.1000000000000085
196,189,Cal St. Fullerton,BW,14-14,106.0,108.4,71.0,-.074,99.2,101.8,1168.0,-2.4000000000000057
197,190,Bowling Green,MAC,12-16,94.5,96.7,64.4,-.093,99.7,101.9,1132.0,-2.200000000000003
198,191,Western Kentucky,SB,16-14,100.2,102.6,66.1,+.008,99.3,101.4,1443.0,-2.3999999999999915
199,192,Toledo,MAC,13-12,100.9,103.4,67.4,+.023,99.7,101.3,1405.0,-2.5
200,193,Florida International,SB,16-12,99.6,102.1,69.5,+.079,98.5,100.4,1198.0,-2.5
201,194,James Madison,CAA,16-14,97.7,100.1,64.1,+.022,98.7,102.6,1241.0,-2.3999999999999915
202,195,San Diego,WCC,13-17,99.0,101.7,64.0,+.014,102.8,99.0,1360.0,-2.700000000000003
203,196,Columbia,Ivy,11-13,98.9,101.6,62.6,-.099,99.2,101.5,1162.0,-2.6999999999999886
204,197,Idaho,WAC,10-17,108.4,111.3,63.6,-.026,100.5,98.3,1225.0,-2.8999999999999915
205,198,Houston,CUSA,15-11,104.5,107.4,69.7,-.022,95.5,102.8,1222.0,-2.9000000000000057
206,199,South Alabama,SB,16-11,97.0,99.8,68.9,+.056,98.1,101.6,1375.0,-2.799999999999997
207,200,Buffalo,MAC,11-17,100.2,103.3,65.5,-.065,101.2,100.0,1138.0,-3.0999999999999943
210,201,Quinnipiac,NEC,15-14,99.9,103.0,66.3,-.020,99.3,104.5,1346.0,-3.0999999999999943
211,202,South Carolina,SEC,13-15,98.2,101.4,66.2,+.032,100.2,99.0,1376.0,-3.200000000000003
212,203,UC Davis,BW,13-14,102.8,106.2,67.6,-.007,100.2,102.7,1413.0,-3.4000000000000057
213,204,Illinois Chicago,Horz,16-13,95.8,99.2,63.9,+.071,100.1,99.9,1227.0,-3.4000000000000057
214,205,Yale,Ivy,11-16,100.1,103.7,65.0,+.017,101.8,99.3,1463.0,-3.6000000000000085
215,206,High Point,BSth,16-12,99.2,102.9,65.8,-.054,97.2,105.7,1219.0,-3.700000000000003
216,207,Coastal Carolina,BSth,14-13,96.3,99.9,65.1,-.071,98.4,104.0,1157.0,-3.6000000000000085
217,208,Long Island,NEC,16-13,106.6,110.6,68.8,-.004,97.4,104.1,1254.0,-4.0
218,209,Elon,SC,19-10,98.0,101.8,66.0,+.058,98.3,104.2,1189.0,-3.799999999999997
219,210,Morgan St.,MEAC,11-14,98.0,101.9,68.1,-.068,96.0,101.0,1288.0,-3.9000000000000057
220,211,William & Mary,CAA,13-15,104.7,109.3,63.4,-.042,98.4,101.6,1456.0,-4.599999999999994
221,212,Jacksonville St.,OVC,17-10,99.6,104.1,62.9,+.100,98.0,102.6,1240.0,-4.5
222,213,Morehead St.,OVC,14-16,98.2,102.8,69.8,+.038,102.1,101.3,1287.0,-4.599999999999994
223,214,Norfolk St.,MEAC,18-10,96.1,100.9,68.6,+.123,96.3,102.4,1313.0,-4.800000000000011
224,215,Cal St. Northridge,BW,13-16,100.8,105.9,70.6,-.014,100.4,101.4,1169.0,-5.1000000000000085
225,216,St. Francis NY,NEC,11-17,100.4,105.9,66.5,-.080,99.3,103.0,1383.0,-5.5
226,217,Hartford,AE,16-12,91.6,96.7,64.3,+.089,97.8,102.4,1216.0,-5.1000000000000085
227,218,Pepperdine,WCC,12-16,96.0,101.4,63.8,+.049,102.5,100.4,1337.0,-5.400000000000006
228,219,Mount St. Mary's,NEC,15-13,98.8,104.5,67.4,+.112,99.9,102.7,1291.0,-5.700000000000003
229,220,Arkansas Little Rock,SB,16-14,94.4,99.9,68.2,+.057,98.2,101.0,1114.0,-5.5
230,221,Missouri St.,MVC,9-21,98.7,104.6,61.0,+.013,103.8,96.8,1283.0,-5.8999999999999915
231,222,Marshall,CUSA,12-16,97.2,103.2,68.0,-.003,100.0,100.0,1267.0,-6.0
232,223,Seattle,WAC,7-19,92.0,97.9,70.9,-.161,99.8,100.6,1370.0,-5.900000000000006
233,224,Savannah St.,MEAC,17-11,83.9,89.3,63.8,+.125,97.5,100.6,1366.0,-5.3999999999999915
234,225,Eastern Michigan,MAC,13-15,89.5,95.3,61.8,-.002,100.8,101.0,1185.0,-5.799999999999997
235,226,South Carolina Upstate,ASun,14-16,97.9,104.4,66.9,-.069,98.7,103.3,1367.0,-6.5
236,227,UC Santa Barbara,BW,8-19,96.0,102.5,64.0,-.038,103.3,99.4,1364.0,-6.5
237,228,Duquesne,A10,8-19,98.0,104.7,69.1,+.032,102.9,98.4,1182.0,-6.700000000000003
238,229,Wofford,SC,12-18,87.7,93.7,63.8,-.072,99.3,102.4,1459.0,-6.0
239,230,Holy Cross,Pat,11-17,96.8,103.7,63.2,-.003,100.0,101.4,1221.0,-6.900000000000006
240,231,North Texas,SB,12-19,96.0,103.0,66.9,-.026,98.4,101.2,1317.0,-7.0
241,232,Pennsylvania,Ivy,7-19,92.4,99.2,67.6,-.039,100.9,100.2,1335.0,-6.799999999999997
242,233,Cornell,Ivy,13-14,97.2,104.4,68.4,+.053,99.8,100.4,1165.0,-7.200000000000003
243,234,Southeast Missouri St.,OVC,15-15,101.3,108.8,68.6,-.039,97.4,104.9,1369.0,-7.5
244,235,Western Carolina,SC,12-18,100.8,108.3,66.7,-.034,99.1,102.4,1441.0,-7.5
245,236,Stetson,ASun,14-14,99.7,107.2,68.9,+.032,97.7,103.3,1391.0,-7.5
246,237,Central Connecticut,NEC,13-15,101.3,109.0,70.3,+.052,99.5,102.5,1148.0,-7.700000000000003
247,238,Florida Atlantic,SB,13-17,96.1,103.5,65.1,+.028,99.0,100.7,1194.0,-7.400000000000006
248,239,Cleveland St.,Horz,14-16,97.1,104.9,64.9,+.034,101.8,100.6,1156.0,-7.800000000000011
249,240,Texas San Antonio,WAC,8-19,99.7,107.8,65.3,-.070,99.6,100.3,1427.0,-8.099999999999994
252,241,Marist,MAAC,8-20,95.0,102.7,68.3,-.071,100.5,99.8,1265.0,-7.700000000000003
253,242,Sam Houston St.,Slnd,14-14,91.4,98.8,63.9,-.037,97.1,103.7,1358.0,-7.3999999999999915
254,243,Loyola Marymount,WCC,8-21,95.0,102.8,65.3,-.053,103.5,100.0,1258.0,-7.799999999999997
256,245,NJ Inst of Technology,GWC,15-11,92.8,100.9,67.5,-.046,94.3,104.0,1312.0,-8.100000000000009
257,246,North Carolina A&T;,MEAC,13-15,90.1,98.3,66.5,-.021,95.6,102.1,1299.0,-8.200000000000003
258,247,Fordham,A10,6-22,98.3,107.3,68.6,+.010,103.8,96.1,1200.0,-9.0
259,248,Texas Tech,B12,9-17,96.3,105.5,68.0,+.004,101.0,99.3,1403.0,-9.200000000000003
260,249,Northern Kentucky,ASun,10-15,95.1,104.2,58.9,-.039,97.1,103.3,1297.0,-9.100000000000009
261,250,Northern Colorado,BSky,10-17,100.4,110.1,66.8,-.079,98.8,103.5,1294.0,-9.699999999999989
262,251,Miami OH,MAC,8-18,96.1,105.5,66.2,-.066,100.2,100.0,1275.0,-9.400000000000006
263,252,Cal St. Bakersfield,ind,12-16,94.1,103.2,66.1,-.017,100.9,101.5,1167.0,-9.100000000000009
264,253,IUPU Fort Wayne,Sum,14-16,96.2,105.5,65.7,+.010,98.1,104.6,1236.0,-9.299999999999997
