,Rk,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID
143,138,Ball St.,MAC,14-15,+1.47,103.3,101.9,67.1,-.013,105.3,103.9,1123.0
144,139,Stephen F. Austin,Slnd,21-9,+1.45,99.6,98.2,63.4,-.075,98.4,107.8,1372.0
145,140,Hofstra,CAA,14-15,+1.42,105.7,104.3,67.4,-.007,102.9,101.3,1220.0
146,141,Oral Roberts,MCon,17-11,+1.30,109.4,108.1,68.1,+.007,103.5,105.4,1331.0
147,142,Arizona St.,P10,10-17,+1.29,107.6,106.3,68.5,-.049,106.4,102.0,1113.0
148,143,Georgia Southern,SC,21-8,+1.27,100.9,99.6,72.5,-.016,99.6,106.1,1204.0
149,144,UCLA,P10,11-17,+1.24,102.7,101.4,63.2,+.017,106.9,101.2,1417.0
150,145,Chattanooga,SC,19-11,+1.18,111.2,110.0,66.8,+.043,102.0,103.8,1151.0
151,146,Duquesne,A10,12-17,+1.01,104.5,103.5,67.5,-.052,104.9,102.2,1182.0
152,147,UMKC,MCon,15-14,+0.72,105.7,105.0,65.8,-.069,102.0,106.3,1282.0
153,148,Ohio St.,B10,14-16,+0.71,107.9,107.2,62.8,+.056,105.1,100.4,1326.0
154,149,Oregon St.,P10,12-16,+0.66,102.8,102.1,67.6,+.003,105.7,101.8,1333.0
155,150,Delaware,CAA,16-12,+0.62,99.3,98.6,68.9,+.028,101.7,103.5,1174.0
157,152,Valparaiso,MCon,18-13,+0.53,100.1,99.6,69.2,+.068,104.7,106.0,1434.0
158,153,Tulsa,WAC,9-20,+0.16,102.2,102.0,67.0,-.099,106.6,100.7,1409.0
159,154,TCU,CUSA,12-17,+0.08,102.9,102.8,66.1,-.001,104.9,101.0,1395.0
160,155,Drake,MVC,12-16,-0.03,100.9,100.9,68.2,-.012,104.2,101.9,1179.0
161,156,Green Bay,Horz,17-11,-0.04,101.7,101.7,63.1,+.105,103.9,104.3,1453.0
162,157,Santa Clara,WCC,16-16,-0.13,101.8,102.0,61.4,+.035,105.8,103.7,1365.0
163,158,Idaho,BW,14-16,-0.31,99.7,100.0,63.4,-.010,104.1,103.6,1225.0
164,159,Akron,MAC,13-15,-0.45,106.3,106.7,64.8,-.019,103.4,103.9,1103.0
165,160,Arkansas St.,SB,17-11,-0.47,105.8,106.3,66.0,-.017,99.8,104.0,1117.0
168,161,Saint Peter's,MAAC,17-12,-0.51,108.1,108.6,67.8,+.069,102.3,104.6,1389.0
169,162,Portland,WCC,11-17,-0.63,105.0,105.6,65.9,+.004,105.8,102.3,1339.0
170,163,Bradley,MVC,15-16,-0.69,98.6,99.3,66.8,+.066,104.3,103.1,1133.0
171,164,Furman,SC,17-12,-0.76,101.6,102.4,66.6,-.080,100.3,105.6,1202.0
172,165,Oakland,MCon,13-17,-0.98,104.3,105.3,69.0,-.079,104.6,104.7,1324.0
173,166,Birmingham Southern,BSth,20-7,-1.10,107.5,108.6,63.5,+.034,95.5,107.2,1128.0
174,167,New Orleans,SB,17-14,-1.11,102.6,103.7,64.8,+.085,103.4,103.7,1309.0
175,168,Mississippi Valley St.,SWAC,22-7,-1.13,99.4,100.5,63.8,+.050,93.5,108.4,1290.0
176,169,Wright St.,Horz,14-14,-1.15,104.2,105.3,63.1,+.048,103.3,103.7,1460.0
177,170,Weber St.,BSky,15-14,-1.17,105.9,107.0,61.7,-.024,102.3,104.5,1451.0
178,171,Holy Cross,Pat,13-15,-1.23,96.8,98.0,63.4,-.141,97.4,105.3,1221.0
179,172,Vermont,AE,22-9,-1.37,101.0,102.4,63.9,+.113,97.4,105.5,1436.0
180,173,Centenary,MCon,16-12,-1.53,102.6,104.1,63.7,+.028,102.7,105.2,1147.0
181,174,San Francisco,WCC,17-14,-1.61,100.1,101.7,65.1,+.138,105.3,103.2,1362.0
182,175,Bowling Green,MAC,14-17,-1.71,104.7,106.4,65.6,-.025,103.4,103.3,1132.0
183,176,Southern Miss,CUSA,13-15,-1.72,100.5,102.2,64.1,+.054,104.0,100.6,1379.0
184,177,Illinois St.,MVC,10-19,-1.98,101.4,103.4,61.5,-.061,104.8,101.4,1229.0
185,178,Denver,SB,14-13,-2.02,103.9,105.9,64.8,+.021,102.7,104.0,1176.0
186,179,Cal St. Northridge,BW,14-16,-2.27,99.7,102.0,68.1,+.001,103.3,104.2,1169.0
187,180,Marshall,MAC,12-17,-2.44,101.2,103.6,68.2,+.039,105.4,103.1,1267.0
188,181,Liberty,BSth,18-15,-2.50,98.3,100.8,67.5,+.000,100.5,106.2,1251.0
189,182,Loyola Marymount,WCC,15-14,-2.81,97.4,100.2,66.3,+.074,104.7,105.5,1258.0
190,183,La Salle,A10,10-20,-3.02,103.0,106.1,64.1,-.023,105.2,101.8,1247.0
191,184,Massachusetts,A10,10-19,-3.13,103.0,106.1,66.5,-.022,104.3,102.3,1269.0
192,185,American,Pat,18-13,-3.16,102.7,105.8,63.4,-.006,98.2,105.7,1110.0
193,186,Northern Arizona,BSky,15-14,-3.33,102.1,105.4,69.4,+.017,102.7,105.8,1319.0
194,187,South Alabama,SB,12-16,-3.39,103.1,106.4,63.0,-.039,102.4,102.7,1375.0
195,188,Ohio,MAC,10-20,-3.41,101.2,104.6,64.3,-.058,103.7,103.8,1325.0
196,189,Texas A&M,B12,7-21,-3.58,105.6,109.2,66.8,-.131,105.2,100.7,1401.0
197,190,Indiana St.,MVC,9-19,-3.69,97.0,100.7,59.9,-.069,104.2,102.5,1232.0
198,191,Loyola Chicago,Horz,9-20,-3.94,101.0,104.9,69.8,+.008,105.3,102.3,1260.0
199,192,Southeastern Louisiana,Slnd,20-9,-3.96,101.4,105.3,66.2,+.021,98.0,106.9,1368.0
200,193,Iona,MAAC,11-18,-3.98,101.6,105.6,69.2,-.051,102.3,104.1,1233.0
201,194,Monmouth,NEC,21-12,-3.99,98.1,102.1,66.0,+.112,100.6,107.3,1284.0
202,195,Yale,Ivy,12-15,-4.07,99.7,103.8,62.8,-.038,101.9,104.3,1463.0
203,196,UC Riverside,BW,11-17,-4.12,101.9,106.0,64.8,-.007,103.3,103.5,1415.0
204,197,Eastern Kentucky,OVC,14-15,-4.18,102.2,106.4,67.2,-.050,101.4,106.7,1184.0
205,198,Northeastern,AE,19-11,-4.26,103.0,107.3,72.9,+.052,97.2,105.0,1318.0
206,199,New Mexico St.,SB,13-14,-4.28,98.3,102.6,63.7,-.015,103.5,104.7,1308.0
207,200,St. John's,BE,6-21,-4.31,98.9,103.2,65.0,-.017,106.8,99.3,1385.0
210,201,Brown,Ivy,14-13,-4.35,101.8,106.2,70.4,+.032,100.2,105.0,1135.0
211,202,Morehead St.,OVC,16-13,-4.45,107.1,111.6,66.6,+.082,103.9,106.1,1287.0
212,203,Sacramento St.,BSky,13-15,-4.57,98.6,103.2,69.2,-.018,102.1,105.2,1170.0
213,204,Maine,AE,20-10,-4.57,99.0,103.5,65.4,+.040,96.2,106.3,1263.0
214,205,UT Arlington,Slnd,17-12,-4.64,103.9,108.5,65.4,+.024,98.7,105.5,1426.0
215,206,Cal Poly,BW,11-16,-4.69,101.1,105.8,69.9,-.015,102.9,103.6,1142.0
216,207,Bucknell,Pat,14-15,-4.69,96.6,101.3,64.5,-.115,98.9,105.8,1137.0
217,208,Evansville,MVC,7-22,-4.76,104.7,109.4,67.5,-.062,104.2,99.9,1191.0
218,209,UC Irvine,BW,11-17,-4.79,101.4,106.2,61.5,+.034,103.4,103.7,1414.0
219,210,Cal St. Fullerton,BW,11-17,-4.85,102.9,107.8,66.5,-.023,102.9,104.3,1168.0
220,211,Portland St.,BSky,11-16,-4.90,96.6,101.5,65.3,-.065,102.8,105.0,1340.0
221,212,Siena,MAAC,14-16,-5.03,100.7,105.7,67.1,+.034,101.9,104.5,1373.0
222,213,Appalachian St.,SC,9-21,-5.05,95.6,100.7,69.9,-.088,104.1,103.7,1111.0
223,214,North Texas,SB,13-15,-5.06,101.1,106.2,69.0,+.025,102.3,104.4,1317.0
224,215,Texas A&M Corpus Chris,ind,15-11,-5.13,102.4,107.5,67.6,+.033,100.3,104.8,1394.0
225,216,Eastern Michigan,MAC,13-15,-5.17,99.2,104.4,68.0,-.031,103.4,104.0,1185.0
226,217,South Florida,CUSA,7-20,-5.21,99.7,104.9,63.5,-.044,104.7,100.3,1378.0
227,218,Lafayette,Pat,18-10,-5.28,106.6,111.9,68.2,+.074,97.8,104.6,1248.0
228,219,South Carolina St.,MEAC,18-11,-5.32,101.0,106.3,65.5,+.019,95.6,107.5,1354.0
229,220,Houston,CUSA,9-18,-5.50,93.9,99.4,61.0,+.020,104.6,102.3,1222.0
230,221,Southeast Missouri St.,OVC,11-16,-5.66,107.4,113.1,63.5,-.048,102.8,105.8,1369.0
231,222,Montana St.,BSky,14-13,-5.69,97.1,102.8,66.0,+.010,100.6,106.1,1286.0
232,223,Northern Illinois,MAC,10-20,-5.89,100.6,106.5,64.5,-.069,103.8,103.8,1296.0
233,224,Rider,MAAC,17-14,-6.17,100.0,106.1,63.8,+.095,100.7,106.0,1351.0
234,225,Tulane,CUSA,11-17,-6.21,97.8,104.0,66.8,+.009,103.0,101.6,1408.0
235,226,Fairleigh Dickinson,NEC,17-12,-6.23,100.1,106.3,64.1,+.049,99.0,107.8,1192.0
236,227,Penn St.,B10,9-19,-6.35,97.2,103.5,62.8,+.055,106.9,101.0,1336.0
237,228,Winthrop,BSth,16-12,-6.36,99.8,106.2,62.8,+.017,98.3,106.9,1457.0
238,229,UNC Greensboro,SC,11-17,-6.52,102.2,108.7,67.0,-.036,101.4,104.4,1422.0
239,230,Central Connecticut,NEC,14-14,-6.53,101.9,108.4,64.2,-.041,98.6,108.1,1148.0
240,231,Cornell,Ivy,11-16,-6.57,100.1,106.7,68.3,-.096,99.4,105.4,1165.0
241,232,Baylor,B12,8-21,-6.63,102.0,108.7,61.0,+.007,104.9,100.9,1124.0
242,233,William & Mary,CAA,7-21,-6.66,105.4,112.0,67.7,-.094,101.9,102.0,1456.0
243,234,Chicago St.,MCon,12-20,-6.66,101.7,108.4,63.2,+.054,105.0,103.4,1152.0
244,235,Canisius,MAAC,10-20,-6.68,100.5,107.2,66.4,-.026,102.1,104.4,1145.0
245,236,Tennessee Tech,OVC,13-15,-6.76,104.2,111.0,67.7,+.002,103.3,105.9,1399.0
246,237,Western Carolina,SC,13-15,-6.88,98.0,104.9,67.9,-.028,101.6,104.0,1441.0
247,238,McNeese St.,Slnd,11-16,-6.92,99.5,106.4,71.1,-.076,100.9,105.0,1270.0
248,239,Jacksonville St.,OVC,14-14,-6.96,104.8,111.7,67.3,-.026,99.9,107.6,1240.0
249,240,Lehigh,Pat,20-11,-7.01,97.7,104.7,63.4,+.055,95.4,106.9,1250.0
252,241,Coppin St.,MEAC,18-14,-7.05,95.0,102.0,61.7,+.041,97.8,107.8,1164.0
253,242,Coastal Carolina,BSth,14-15,-7.11,98.4,105.5,66.6,-.060,98.0,106.2,1157.0
254,243,San Jose St.,WAC,6-23,-7.14,99.2,106.3,60.9,-.062,105.1,101.2,1363.0
255,244,St. Francis NY,NEC,15-13,-7.22,98.0,105.2,68.6,-.015,98.0,108.2,1383.0
256,245,Florida Atlantic,ASun,9-19,-7.28,99.9,107.2,71.1,-.187,101.1,107.0,1194.0
257,246,Montana,BSky,10-18,-7.28,99.0,106.3,67.3,-.013,102.9,103.9,1285.0
258,247,Mercer,ASun,12-18,-7.29,103.0,110.3,67.2,+.009,103.0,104.9,1273.0
259,248,UTSA,Slnd,19-14,-7.69,98.0,105.7,68.7,+.103,99.1,106.8,1427.0
260,249,Youngstown St.,Horz,8-20,-8.13,97.6,105.8,67.3,+.004,105.0,103.3,1464.0
262,251,Delaware St.,MEAC,13-15,-8.46,99.9,108.4,58.7,-.013,97.5,105.8,1175.0
263,252,Elon,SC,12-18,-8.69,99.0,107.7,65.4,+.012,102.0,104.1,1189.0
264,253,Tennessee Martin,OVC,10-18,-8.87,99.6,108.5,68.9,-.045,103.5,105.4,1404.0
265,254,St. Bonaventure,A10,7-21,-8.95,100.8,109.7,69.1,+.037,106.5,101.0,1382.0
266,255,High Point,BSth,19-11,-9.19,97.9,107.1,69.3,+.107,96.3,105.9,1219.0
267,256,Florida A&M,MEAC,15-17,-9.35,98.9,108.3,70.9,+.005,96.9,106.7,1197.0
268,257,Samford,OVC,12-16,-9.45,98.9,108.3,58.8,+.030,104.8,105.4,1359.0
269,258,Texas St.,Slnd,13-15,-9.46,101.7,111.2,63.0,-.040,99.1,105.8,1402.0
270,259,Northwestern St.,Slnd,11-17,-9.61,95.7,105.3,72.5,-.057,101.2,105.8,1322.0
271,260,Binghamton,AE,14-16,-9.69,91.4,101.1,63.9,+.037,98.1,106.0,1127.0
272,261,Southern Utah,MCon,10-18,-9.85,100.7,110.5,62.5,-.004,104.5,104.9,1381.0
273,262,Fordham,A10,6-22,-9.91,96.5,106.4,66.4,+.014,106.3,100.8,1200.0
274,263,Idaho St.,BSky,13-18,-10.15,101.5,111.6,69.4,+.093,101.9,103.8,1226.0
275,264,James Madison,CAA,7-21,-10.19,99.8,110.0,64.3,-.005,101.5,102.0,1241.0
276,265,Tennessee St.,OVC,7-21,-10.29,103.6,113.9,66.3,-.051,104.6,105.3,1398.0
277,266,Alabama St.,SWAC,16-15,-10.72,93.8,104.5,61.4,+.023,94.6,106.7,1106.0
278,267,Columbia,Ivy,10-17,-10.76,95.2,105.9,67.5,-.032,99.9,105.5,1162.0
279,268,Hampton,MEAC,13-17,-10.91,98.2,109.2,68.3,-.022,97.0,106.4,1214.0
280,269,St. Francis PA,NEC,13-15,-11.10,100.3,111.4,63.6,+.048,98.4,107.4,1384.0
281,270,Robert Morris,NEC,14-15,-11.50,101.4,112.9,62.8,+.061,99.5,107.6,1352.0
