,Rk,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID
0,1,Duke,ACC,35-5,+33.29,121.0,87.7,64.7,+.009,107.9,96.4,1181.0
1,2,Kansas,B12,33-3,+31.85,120.4,88.5,67.2,+.038,108.2,98.7,1242.0
2,3,Syracuse,BE,30-5,+27.62,118.5,90.9,68.7,-.008,108.5,99.8,1393.0
3,4,Kentucky,SEC,35-3,+26.54,114.9,88.3,68.3,+.060,106.5,99.5,1246.0
4,5,West Virginia,BE,31-7,+25.54,117.2,91.7,62.6,+.057,110.0,97.5,1452.0
5,6,Kansas St.,B12,29-8,+25.52,116.1,90.6,69.4,-.008,109.5,97.5,1243.0
6,7,Ohio St.,B10,29-8,+24.99,117.5,92.5,64.6,+.007,106.3,98.4,1326.0
7,8,Baylor,B12,28-8,+24.95,119.2,94.3,64.5,-.021,108.3,97.7,1124.0
8,9,Wisconsin,B10,24-9,+23.56,115.2,91.6,59.2,-.013,107.9,99.2,1458.0
9,10,BYU,MWC,30-6,+23.27,117.3,94.0,71.1,+.012,104.9,101.0,1140.0
10,11,Georgetown,BE,23-11,+22.64,116.8,94.2,65.8,-.035,109.0,97.4,1207.0
11,12,Butler,Horz,33-5,+22.45,111.0,88.5,63.0,+.032,106.7,99.9,1139.0
12,13,Maryland,ACC,24-9,+22.37,118.3,95.9,68.7,-.023,106.7,97.8,1268.0
13,14,California,P10,24-11,+22.15,119.6,97.4,67.1,-.043,106.5,97.5,1143.0
14,15,Purdue,B10,29-6,+22.05,109.8,87.7,66.2,+.070,107.8,99.0,1345.0
15,16,Texas A&M,B12,24-10,+21.33,112.6,91.2,64.3,-.005,109.4,97.9,1401.0
16,17,Villanova,BE,25-8,+21.24,117.2,96.0,71.2,+.025,108.7,98.7,1437.0
17,18,Xavier,A10,26-9,+20.87,115.5,94.6,68.9,+.010,106.2,98.2,1462.0
18,19,Texas,B12,24-10,+20.75,113.9,93.1,71.5,-.014,107.2,98.2,1400.0
19,20,Michigan St.,B10,28-9,+20.13,112.8,92.7,65.3,+.027,107.5,98.5,1277.0
20,21,Temple,A10,29-6,+20.12,107.8,87.7,60.4,+.076,106.4,100.3,1396.0
21,22,Missouri,B12,23-11,+19.99,111.5,91.5,68.8,-.035,107.1,98.9,1281.0
22,23,Utah St.,WAC,27-8,+19.90,116.0,96.1,59.8,-.026,105.0,103.2,1429.0
23,24,Marquette,BE,22-12,+19.65,115.1,95.5,62.3,-.064,108.0,98.9,1266.0
24,25,Clemson,ACC,21-11,+19.28,110.9,91.6,67.6,-.041,106.3,97.6,1155.0
25,26,Dayton,A10,25-12,+18.92,108.1,89.1,65.5,-.097,105.8,99.3,1173.0
26,27,Northern Iowa,MVC,30-5,+18.87,109.6,90.8,58.9,+.034,105.7,101.6,1320.0
27,28,Pittsburgh,BE,25-9,+18.66,111.4,92.8,61.3,+.041,107.7,99.8,1338.0
28,29,Saint Mary's,WCC,28-6,+18.59,116.5,97.9,66.2,+.038,105.4,102.7,1388.0
29,30,Tennessee,SEC,28-9,+18.50,108.9,90.4,67.5,+.082,107.4,98.7,1397.0
