,Rank,Team,Conf,W-L,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID,AdjEM
85,82,New Mexico St.,WAC,21-9,111.2,103.0,67.7,-.034,103.4,105.7,1308.0,8.200000000000003
86,83,Boise St.,MWC,18-10,114.4,105.9,65.8,-.014,106.8,103.1,1129.0,8.5
87,84,San Francisco,WCC,19-10,112.2,104.0,66.2,+.066,107.4,103.7,1362.0,8.200000000000003
88,85,Cleveland St.,Horz,20-10,110.5,102.5,64.0,-.030,105.1,104.1,1156.0,8.0
89,86,Seton Hall,BE,14-15,109.5,101.6,65.7,-.103,107.8,103.7,1371.0,7.900000000000006
90,87,UNLV,MWC,18-10,106.7,99.2,66.5,-.028,105.0,105.1,1424.0,7.5
91,88,Washington,P12,16-13,110.6,103.2,68.3,+.049,107.3,102.0,1449.0,7.3999999999999915
92,89,Middle Tennessee,CUSA,21-8,104.0,97.1,64.5,+.056,103.6,104.5,1292.0,6.900000000000006
93,90,UC Irvine,BW,19-10,103.4,96.6,65.3,-.002,106.6,105.7,1414.0,6.800000000000011
94,91,Penn St.,B10,14-14,110.6,103.4,66.9,-.021,106.6,100.1,1336.0,7.199999999999989
95,92,Vanderbilt,SEC,15-12,104.5,97.8,63.4,+.012,106.3,101.8,1435.0,6.700000000000003
96,93,UC Santa Barbara,BW,18-8,110.6,103.6,63.8,-.006,104.8,104.0,1364.0,7.0
97,94,UTEP,CUSA,20-9,106.9,100.2,64.5,+.032,103.9,104.8,1431.0,6.700000000000003
98,95,Northern Iowa,MVC,15-14,114.1,107.1,65.0,-.086,105.6,101.8,1320.0,7.0
99,96,North Carolina Central,MEAC,22-5,105.5,99.1,64.9,+.024,99.1,107.2,1300.0,6.400000000000006
100,97,Buffalo,MAC,17-8,109.2,102.6,68.0,-.010,102.1,103.5,1138.0,6.6000000000000085
101,98,Notre Dame,ACC,15-14,112.4,105.9,64.4,-.035,107.1,102.0,1323.0,6.5
102,99,Wyoming,MWC,17-11,104.5,98.5,60.3,-.054,105.5,104.2,1461.0,6.0
103,100,Purdue,B10,15-13,106.5,100.8,68.7,+.003,106.8,102.3,1345.0,5.700000000000003
104,101,Mercer,ASun,22-8,107.5,101.7,66.3,-.014,103.1,107.0,1273.0,5.799999999999997
105,102,Eastern Michigan,MAC,16-12,98.2,93.1,65.7,-.030,106.0,102.7,1185.0,5.1000000000000085
106,103,Oregon St.,P12,15-12,110.2,104.8,67.5,+.028,107.2,103.2,1333.0,5.400000000000006
107,104,Princeton,Ivy,16-8,105.5,100.3,64.9,-.029,103.8,105.3,1343.0,5.200000000000003
108,105,Indiana St.,MVC,21-8,105.3,100.1,66.5,+.095,105.2,103.8,1232.0,5.200000000000003
109,106,Portland,WCC,15-14,109.0,103.7,67.1,-.087,105.6,104.8,1339.0,5.299999999999997
110,107,Delaware,CAA,21-9,109.2,103.9,72.5,+.043,105.3,105.0,1174.0,5.299999999999997
111,108,Ohio,MAC,19-9,106.4,101.3,65.6,+.027,103.7,104.1,1325.0,5.1000000000000085
112,109,Toledo,MAC,23-5,113.9,108.4,69.6,+.112,102.7,103.5,1405.0,5.5
113,110,La Salle,A10,13-14,104.9,100.0,64.9,-.003,107.5,101.2,1247.0,4.900000000000006
114,111,Columbia,Ivy,18-10,106.1,101.3,62.0,-.042,103.2,105.7,1162.0,4.799999999999997
115,112,Fresno St.,MWC,15-14,110.2,105.4,66.8,-.010,107.0,102.6,1201.0,4.799999999999997
116,113,Canisius,MAAC,20-10,111.3,106.4,68.0,+.051,104.2,105.2,1145.0,4.8999999999999915
117,114,Alabama,SEC,11-17,106.1,101.6,64.4,-.081,109.7,101.3,1104.0,4.5
118,115,American,Pat,17-11,105.3,101.0,61.8,-.030,103.2,105.3,1110.0,4.299999999999997
119,116,Auburn,SEC,13-13,109.3,104.8,68.5,-.051,105.6,103.1,1120.0,4.5
120,117,Long Beach St.,BW,13-14,104.0,99.8,66.1,-.015,108.1,102.7,1253.0,4.200000000000003
121,118,Wake Forest,ACC,15-13,104.8,100.6,68.2,+.058,107.4,102.3,1448.0,4.200000000000003
122,119,Belmont,OVC,22-8,112.1,107.7,69.4,+.096,104.7,105.7,1125.0,4.3999999999999915
123,120,Towson,CAA,21-9,112.1,107.8,65.4,+.075,102.7,105.4,1406.0,4.299999999999997
126,121,Quinnipiac,MAAC,19-9,111.9,107.8,69.9,+.041,103.2,104.5,1346.0,4.1000000000000085
127,122,George Mason,A10,10-17,108.0,104.1,67.4,-.044,106.8,101.6,1206.0,3.9000000000000057
128,123,Rhode Island,A10,12-17,105.1,101.5,65.9,-.056,106.2,101.7,1348.0,3.5999999999999943
130,125,Drexel,CAA,16-12,104.6,101.2,63.6,-.010,105.6,104.6,1180.0,3.3999999999999915
131,126,Northwestern,B10,12-16,96.8,93.6,62.4,+.018,108.6,101.2,1321.0,3.200000000000003
132,127,Butler,BE,12-16,105.0,101.5,63.7,-.026,108.8,101.3,1139.0,3.5
133,128,South Dakota St.,Sum,17-11,107.4,103.9,67.4,+.024,105.3,105.1,1355.0,3.5
134,129,Boston University,Pat,21-9,105.5,102.2,67.3,+.096,103.7,104.8,1131.0,3.299999999999997
135,130,Denver,Sum,15-13,109.9,106.4,59.7,-.058,104.3,104.0,1176.0,3.5
136,131,Colorado St.,MWC,15-14,109.0,105.9,66.3,-.060,105.2,104.6,1161.0,3.0999999999999943
137,132,Hawaii,BW,19-9,110.2,107.2,68.5,-.035,103.8,107.2,1218.0,3.0
138,133,Western Michigan,MAC,19-8,105.0,102.2,67.8,+.090,102.5,105.0,1444.0,2.799999999999997
139,134,Davidson,SC,18-11,111.5,108.6,67.6,+.013,102.2,105.2,1172.0,2.9000000000000057
140,135,San Diego,WCC,16-14,104.6,101.9,62.9,-.011,106.5,104.4,1360.0,2.6999999999999886
141,136,Texas A&M;,SEC,16-12,98.4,95.9,63.8,+.030,104.5,103.5,1401.0,2.5
142,137,Houston,Amer,14-14,108.8,106.1,67.0,+.029,104.5,101.6,1222.0,2.700000000000003
143,138,Utah St.,MWC,15-13,109.0,106.3,63.5,-.037,105.5,103.8,1429.0,2.700000000000003
144,139,Wright St.,Horz,17-13,98.8,96.4,65.4,-.061,103.3,105.3,1460.0,2.3999999999999915
145,140,Eastern Kentucky,OVC,20-9,110.6,108.0,66.4,+.009,103.2,107.9,1184.0,2.5999999999999943
146,141,Nevada,MWC,13-15,109.0,106.5,65.5,-.002,106.6,103.8,1305.0,2.5
147,142,Illinois St.,MVC,16-13,102.4,100.1,69.0,+.049,105.6,103.3,1229.0,2.3000000000000114
148,143,Georgia Tech,ACC,13-15,102.7,100.4,66.0,-.014,106.6,102.7,1210.0,2.299999999999997
149,144,Arkansas St.,SB,17-9,108.0,105.6,69.3,+.013,102.4,105.3,1117.0,2.4000000000000057
150,145,Holy Cross,Pat,18-11,105.1,103.2,64.3,+.037,103.6,105.1,1221.0,1.8999999999999915
151,146,UAB,CUSA,18-10,105.0,103.1,68.8,+.022,102.6,104.7,1412.0,1.9000000000000057
152,147,Valparaiso,Horz,17-13,104.0,102.2,65.5,-.017,104.2,103.8,1434.0,1.7999999999999972
153,148,Brown,Ivy,15-10,99.9,98.2,70.0,-.089,101.7,105.6,1135.0,1.7000000000000028
154,149,Akron,MAC,17-11,102.7,101.2,65.7,+.078,103.2,103.6,1103.0,1.5
155,150,Missouri St.,MVC,19-10,107.9,106.3,65.5,+.115,103.6,103.9,1283.0,1.6000000000000085
156,151,South Carolina,SEC,10-18,105.7,104.3,68.0,-.103,106.6,101.7,1376.0,1.4000000000000057
157,152,Duquesne,A10,12-15,109.1,107.6,68.3,-.046,103.8,103.0,1182.0,1.5
158,153,Boston College,ACC,7-21,113.1,111.6,63.1,-.069,108.7,99.1,1130.0,1.5
159,154,Robert Morris,NEC,19-11,106.9,105.8,65.6,+.095,104.8,106.6,1352.0,1.1000000000000085
160,155,Temple,Amer,7-20,109.4,108.3,68.6,-.103,108.1,100.2,1396.0,1.1000000000000085
161,156,Pacific,WCC,14-14,108.2,107.1,67.8,+.049,107.6,102.9,1334.0,1.1000000000000085
162,157,Murray St.,OVC,18-9,106.9,105.9,67.0,+.056,103.7,107.8,1293.0,1.0
163,158,Pepperdine,WCC,15-14,106.3,105.4,66.7,+.037,106.6,103.7,1337.0,0.8999999999999915
164,159,Yale,Ivy,14-11,101.9,101.2,65.3,+.065,104.3,103.7,1463.0,0.7000000000000028
165,160,Bucknell,Pat,15-13,101.8,101.1,64.8,-.036,103.5,105.1,1137.0,0.7000000000000028
168,161,Southern Illinois,MVC,12-18,106.3,105.9,63.4,-.083,104.6,103.7,1356.0,0.3999999999999915
169,162,IPFW,Sum,21-9,108.2,107.7,67.4,+.075,102.5,105.5,1236.0,0.5
170,163,DePaul,BE,11-18,106.5,106.1,68.1,+.021,108.7,101.3,1177.0,0.4000000000000057
171,164,Stony Brook,AE,20-9,105.4,105.0,66.2,+.013,99.9,105.9,1392.0,0.4000000000000057
172,165,Weber St.,BSky,16-9,106.4,106.3,65.0,+.008,103.6,108.9,1451.0,0.10000000000000853
173,166,USC,P12,10-18,101.9,102.0,70.2,-.002,108.7,101.1,1425.0,-0.09999999999999432
174,167,Morehead St.,OVC,19-11,102.3,102.5,69.2,+.049,105.0,106.9,1287.0,-0.20000000000000284
175,168,USC Upstate,ASun,18-13,105.1,105.4,66.0,-.044,102.5,107.6,1367.0,-0.30000000000001137
176,169,Nebraska Omaha,Sum,16-13,103.4,104.0,74.3,-.050,104.4,105.1,1303.0,-0.5999999999999943
177,170,Youngstown St.,Horz,15-15,107.6,108.3,67.4,-.032,104.1,103.6,1464.0,-0.7000000000000028
178,171,Oral Roberts,Slnd,15-13,106.4,107.2,65.1,-.065,102.8,105.1,1331.0,-0.7999999999999972
179,172,Western Kentucky,SB,19-9,101.0,101.9,66.1,+.137,103.0,105.0,1443.0,-0.9000000000000057
180,173,Rutgers,Amer,10-18,105.1,106.2,68.6,-.036,106.6,102.9,1353.0,-1.1000000000000085
181,174,Siena,MAAC,14-16,101.0,102.1,66.9,+.033,105.4,104.9,1373.0,-1.0999999999999943
182,175,Northwestern St.,Slnd,13-13,107.1,108.3,75.6,-.033,104.1,105.9,1322.0,-1.2000000000000028
183,176,Wagner,NEC,17-11,98.4,99.7,68.4,+.030,103.2,107.7,1447.0,-1.2999999999999972
184,177,Southern,SWAC,17-11,98.2,99.4,67.7,-.020,101.7,106.1,1380.0,-1.2000000000000028
185,178,Elon,SC,18-12,105.1,106.5,66.2,+.053,103.2,106.6,1189.0,-1.4000000000000057
186,179,Wofford,SC,17-11,99.1,100.6,63.1,+.028,104.2,108.0,1459.0,-1.5
187,180,Santa Clara,WCC,12-18,103.7,105.2,65.4,-.036,106.7,104.3,1365.0,-1.5
188,181,William & Mary,CAA,18-10,112.6,114.6,65.6,+.122,102.1,104.1,1456.0,-2.0
189,182,Detroit,Horz,13-17,99.9,101.7,68.1,-.038,105.1,104.1,1178.0,-1.7999999999999972
190,183,Oakland,Horz,11-19,109.4,111.5,68.9,-.002,105.8,100.8,1324.0,-2.0999999999999943
191,184,Loyola Marymount,WCC,12-17,105.0,107.0,70.5,+.049,107.7,103.0,1258.0,-2.0
192,185,Virginia Tech,ACC,9-18,98.7,100.7,64.8,-.064,107.4,103.2,1439.0,-2.0
193,186,Drake,MVC,14-15,103.4,105.5,64.8,+.021,106.2,103.7,1179.0,-2.0999999999999943
194,187,UCF,Amer,11-15,105.1,107.4,67.7,-.044,105.7,102.1,1416.0,-2.3000000000000114
195,188,Florida Gulf Coast,ASun,19-11,99.9,102.1,68.1,+.027,102.2,108.8,1195.0,-2.1999999999999886
196,189,Charlotte,CUSA,14-13,100.0,102.3,69.4,+.022,103.4,104.8,1150.0,-2.299999999999997
197,190,Old Dominion,CUSA,14-15,98.2,100.5,64.4,+.027,103.5,104.2,1330.0,-2.299999999999997
198,191,Kent St.,MAC,15-13,103.6,106.1,66.9,-.003,101.8,104.3,1245.0,-2.5
199,192,South Florida,Amer,12-16,101.8,104.3,65.7,+.067,104.9,101.7,1378.0,-2.5
200,193,Bowling Green,MAC,12-16,93.4,95.8,66.7,-.021,103.7,103.4,1132.0,-2.3999999999999915
201,194,Bryant,NEC,17-13,105.8,108.4,67.5,+.050,102.6,105.1,1136.0,-2.6000000000000085
202,195,Colgate,Pat,11-17,109.0,111.9,63.9,-.167,102.8,105.4,1159.0,-2.9000000000000057
203,196,North Texas,CUSA,15-13,100.9,103.6,68.7,+.052,103.5,104.8,1317.0,-2.6999999999999886
204,197,College of Charleston,CAA,14-16,96.1,98.9,62.3,-.051,103.2,105.6,1158.0,-2.8000000000000114
205,198,Montana,BSky,14-11,108.4,111.6,62.0,+.008,105.3,108.7,1285.0,-3.1999999999999886
206,199,Utah Valley,WAC,17-10,102.6,105.9,62.7,+.142,103.9,106.6,1430.0,-3.3000000000000114
207,200,Milwaukee,Horz,17-13,102.1,105.4,68.5,+.110,104.3,103.9,1454.0,-3.3000000000000114
210,201,St. Francis NY,NEC,17-13,98.8,102.1,66.6,+.031,103.8,107.2,1383.0,-3.299999999999997
211,202,Fordham,A10,9-17,108.3,111.9,69.3,-.020,105.1,101.0,1200.0,-3.6000000000000085
212,203,Sam Houston St.,Slnd,19-8,104.3,107.9,66.9,+.104,101.6,107.8,1358.0,-3.6000000000000085
213,204,Washington St.,P12,9-19,99.9,103.4,61.6,-.036,108.1,101.3,1450.0,-3.5
214,205,Bradley,MVC,12-18,98.3,101.7,64.3,-.029,104.3,105.2,1133.0,-3.4000000000000057
215,206,Northeastern,CAA,9-20,100.0,103.5,64.5,-.074,104.4,103.7,1318.0,-3.5
216,207,Morgan St.,MEAC,11-14,100.1,103.8,69.9,-.019,102.7,105.1,1288.0,-3.700000000000003
217,208,UT Arlington,SB,12-15,104.2,108.2,69.8,+.040,105.1,103.9,1426.0,-4.0
218,209,Cal Poly,BW,10-17,102.5,106.4,60.8,-.056,107.1,104.2,1142.0,-3.9000000000000057
219,210,East Carolina,CUSA,16-13,105.5,109.6,65.5,+.002,103.0,105.7,1187.0,-4.099999999999994
220,211,Lafayette,Pat,10-18,109.4,113.7,66.2,-.069,102.7,103.8,1248.0,-4.299999999999997
221,212,Northern Illinois,MAC,13-14,93.9,97.7,63.4,+.040,103.3,105.0,1296.0,-3.799999999999997
222,213,Albany,AE,15-13,100.1,104.1,63.4,+.008,100.9,105.8,1107.0,-4.0
223,214,Mississippi St.,SEC,13-15,98.4,102.4,69.1,+.039,103.3,103.9,1280.0,-4.0
224,215,Hampton,MEAC,16-11,96.5,100.5,71.8,+.019,100.7,108.0,1214.0,-4.0
225,216,Rider,MAAC,13-15,105.2,109.6,67.2,+.036,103.1,104.2,1351.0,-4.3999999999999915
226,217,Marist,MAAC,11-18,101.1,105.6,66.0,+.010,104.3,103.9,1265.0,-4.5
227,218,Evansville,MVC,12-18,101.4,106.0,67.4,-.022,105.1,103.8,1191.0,-4.599999999999994
228,219,Eastern Washington,BSky,14-14,105.8,110.8,71.0,-.011,103.8,107.3,1186.0,-5.0
229,220,Northern Colorado,BSky,16-10,108.0,113.1,64.6,+.023,102.7,108.7,1294.0,-5.099999999999994
230,221,Florida Atlantic,CUSA,10-19,102.6,107.4,64.7,-.069,104.6,104.1,1194.0,-4.800000000000011
231,222,Cal St. Bakersfield,WAC,12-16,101.0,105.9,66.0,-.103,102.5,107.2,1167.0,-4.900000000000006
232,223,Miami OH,MAC,11-15,98.2,102.9,67.1,+.089,104.1,103.0,1275.0,-4.700000000000003
233,224,South Dakota,Sum,12-16,102.9,107.8,67.5,+.024,105.2,103.8,1377.0,-4.8999999999999915
234,225,Mount St. Mary's,NEC,12-16,105.7,110.8,70.5,+.025,104.3,106.2,1291.0,-5.099999999999994
235,226,Saint Peter's,MAAC,12-16,97.3,102.2,62.4,+.036,104.2,106.0,1389.0,-4.900000000000006
236,227,TCU,B12,9-18,97.7,102.6,65.8,+.014,108.0,102.2,1395.0,-4.8999999999999915
237,228,Seattle,WAC,12-14,100.4,105.5,67.2,-.058,103.6,107.1,1370.0,-5.099999999999994
238,229,Lehigh,Pat,14-16,99.2,104.4,66.2,+.049,104.3,106.4,1250.0,-5.200000000000003
239,230,Texas A&M; Corpus Chris,Slnd,14-14,105.2,110.7,63.0,+.014,102.8,108.4,1394.0,-5.5
240,231,Army,Pat,13-15,103.4,108.8,68.8,-.023,102.0,106.0,1119.0,-5.3999999999999915
241,232,UNC Asheville,BSth,15-14,105.2,110.8,71.5,+.029,103.6,107.3,1421.0,-5.599999999999994
242,233,Winthrop,BSth,16-12,102.0,107.5,66.2,+.037,102.2,107.2,1457.0,-5.5
243,234,Gardner Webb,BSth,17-13,99.4,104.7,66.4,+.016,103.1,108.7,1205.0,-5.299999999999997
244,235,Marshall,CUSA,9-20,99.0,104.4,68.6,-.145,103.4,104.0,1267.0,-5.400000000000006
245,236,Western Carolina,SC,17-13,101.6,107.3,68.0,+.022,102.0,107.5,1441.0,-5.700000000000003
246,237,Arkansas Little Rock,SB,13-15,98.3,103.7,69.0,+.087,105.3,104.1,1114.0,-5.400000000000006
247,238,Grand Canyon,WAC,13-13,105.0,110.9,67.4,+.033,102.7,104.6,1213.0,-5.900000000000006
248,239,North Dakota,BSky,13-14,103.7,109.7,69.4,+.037,104.8,107.2,1315.0,-6.0
249,240,Cal St. Northridge,BW,14-16,104.8,110.8,68.9,+.028,103.6,106.5,1169.0,-6.0
252,241,VMI,BSth,17-11,106.4,112.5,75.0,+.059,102.3,109.1,1440.0,-6.099999999999994
253,242,Incarnate Word,Slnd,19-6,104.7,110.7,70.5,-.038,100.3,109.6,1230.0,-6.0
254,243,Coastal Carolina,BSth,17-12,98.8,104.6,68.2,+.010,101.7,108.9,1157.0,-5.799999999999997
255,244,Hartford,AE,15-15,102.3,108.3,63.8,+.042,101.1,105.3,1216.0,-6.0
256,245,High Point,BSth,16-13,105.4,111.7,64.3,+.090,103.5,107.7,1219.0,-6.299999999999997
257,246,Loyola Chicago,MVC,9-20,100.6,106.7,63.8,-.085,104.5,104.9,1260.0,-6.1000000000000085
258,247,Southeast Missouri St.,OVC,16-13,106.2,112.6,71.0,-.015,102.2,108.5,1369.0,-6.3999999999999915
259,248,Charleston Southern,BSth,12-16,106.3,112.7,67.8,-.177,103.6,107.7,1149.0,-6.400000000000006
260,249,East Tennessee St.,ASun,17-14,104.3,110.7,70.4,+.025,101.0,108.1,1190.0,-6.400000000000006
261,250,Cal St. Fullerton,BW,10-17,100.3,106.5,67.9,-.021,103.6,105.1,1168.0,-6.200000000000003
262,251,Air Force,MWC,11-15,99.3,105.6,65.6,+.049,104.5,104.4,1102.0,-6.299999999999997
263,252,Norfolk St.,MEAC,16-11,103.2,110.1,65.0,+.049,101.1,107.2,1313.0,-6.8999999999999915
264,253,Radford,BSth,19-11,105.0,112.1,67.5,+.060,101.1,109.8,1347.0,-7.099999999999994
265,254,Texas St.,SB,8-20,96.4,102.9,62.9,-.121,105.0,105.3,1402.0,-6.5
