,Rank,Team,Conf,W-L,AdjO,AdjD,AdjT,Luck,OppO,OppD,TeamID,AdjEM
19,20,Virginia,ACC,21-7,104.8,85.6,60.2,-.025,102.2,99.3,1438.0,19.200000000000003
20,21,Kansas St.,B12,20-9,109.0,89.3,67.4,-.029,105.0,96.9,1243.0,19.700000000000003
21,22,California,P12,23-7,109.5,89.9,67.0,+.012,102.3,100.1,1143.0,19.599999999999994
22,23,Belmont,ASun,25-7,116.3,95.6,68.9,-.027,101.5,102.0,1125.0,20.700000000000003
23,24,Michigan,B10,21-8,112.8,92.9,61.2,+.044,107.3,96.6,1276.0,19.89999999999999
24,25,Alabama,SEC,20-9,105.1,86.6,63.7,-.042,105.4,97.9,1104.0,18.5
25,26,Purdue,B10,20-10,116.5,96.1,65.5,+.012,105.9,97.7,1345.0,20.400000000000006
26,27,Texas,B12,19-11,113.2,94.1,66.1,-.061,105.1,97.1,1400.0,19.10000000000001
27,28,Florida St.,ACC,19-9,103.9,86.8,67.8,-.002,105.1,97.7,1199.0,17.10000000000001
28,29,Iowa St.,B12,21-9,112.7,94.3,67.1,-.005,104.6,97.5,1235.0,18.400000000000006
29,30,Louisville,BE,22-8,103.7,86.8,68.0,+.013,105.1,98.2,1257.0,16.900000000000006
30,31,Nevada Las Vegas,MWC,24-7,109.8,92.8,69.5,+.026,103.3,98.9,1424.0,17.0
31,32,Gonzaga,WCC,24-5,109.7,92.9,66.2,+.007,102.2,101.7,1211.0,16.799999999999997
32,33,Cincinnati,BE,21-9,108.2,91.8,64.7,-.006,102.3,99.0,1153.0,16.400000000000006
33,34,Notre Dame,BE,20-10,109.8,93.4,61.5,+.033,104.7,98.0,1323.0,16.39999999999999
34,35,Temple,A10,23-6,113.9,96.9,67.2,+.062,105.6,98.0,1396.0,17.0
35,36,Harvard,Ivy,24-4,105.9,90.3,61.4,+.021,99.5,100.4,1217.0,15.600000000000009
36,37,Brigham Young,WCC,24-7,106.6,91.4,73.6,+.001,102.0,102.4,1140.0,15.199999999999989
37,38,Long Beach St.,BW,22-7,108.6,93.2,68.1,-.029,102.3,100.2,1253.0,15.399999999999991
38,39,Creighton,MVC,25-5,118.6,101.8,67.2,+.069,102.5,99.4,1166.0,16.799999999999997
39,40,Connecticut,BE,17-12,109.9,94.4,64.4,-.041,105.3,96.3,1163.0,15.5
42,41,Miami FL,ACC,17-11,111.3,95.9,64.6,-.040,104.6,97.2,1274.0,15.399999999999991
43,42,St. Mary's,WCC,25-5,111.5,96.2,64.3,+.039,101.4,102.7,1388.0,15.299999999999997
44,43,Seton Hall,BE,19-10,106.4,91.9,66.0,+.002,104.5,98.1,1371.0,14.5
45,44,Arizona,P12,21-9,107.8,93.2,65.5,-.039,102.6,99.7,1112.0,14.599999999999994
46,45,West Virginia,BE,18-12,111.1,96.2,65.4,-.024,105.5,97.5,1452.0,14.899999999999991
47,46,Drexel,CAA,25-5,108.5,94.3,61.4,+.056,98.4,101.0,1180.0,14.200000000000003
48,47,Virginia Commonwealth,CAA,25-6,105.4,91.8,66.3,+.024,99.1,99.5,1433.0,13.600000000000009
49,48,Murray St.,OVC,28-1,108.5,94.7,66.4,+.034,100.2,104.1,1293.0,13.799999999999997
50,49,Iona,MAAC,24-6,115.5,101.2,70.6,+.011,101.0,101.6,1233.0,14.299999999999997
51,50,Middle Tennessee,SB,25-5,106.0,93.0,66.2,+.012,100.9,101.7,1292.0,13.0
52,51,San Diego St.,MWC,23-6,105.5,92.7,66.7,+.049,102.0,99.3,1361.0,12.799999999999997
53,52,Northwestern,B10,17-12,116.0,102.0,63.6,+.036,105.7,96.0,1321.0,14.0
54,53,UCLA,P12,16-13,108.1,95.2,65.8,-.078,102.6,98.0,1417.0,12.899999999999991
55,54,St. Bonaventure,A10,17-10,109.0,96.1,64.8,-.031,102.4,100.0,1382.0,12.900000000000006
56,55,Stanford,P12,19-10,103.6,91.4,66.4,-.037,101.7,100.0,1390.0,12.199999999999989
57,56,Xavier,A10,18-11,106.8,94.3,68.2,+.012,105.4,98.1,1462.0,12.5
58,57,South Dakota St.,Sum,24-7,113.6,100.3,66.6,+.035,101.1,103.1,1355.0,13.299999999999997
59,58,Minnesota,B10,17-13,107.0,94.6,64.1,-.017,105.9,97.4,1278.0,12.400000000000006
60,59,North Carolina St.,ACC,19-11,110.9,98.0,67.8,-.000,104.0,98.4,1301.0,12.900000000000006
61,60,La Salle,A10,19-11,106.5,94.2,68.1,-.101,102.2,100.5,1247.0,12.299999999999997
62,61,Tennessee,SEC,17-13,105.2,93.1,65.3,-.032,106.0,98.5,1397.0,12.100000000000009
63,62,South Florida,BE,19-11,101.8,90.2,60.2,+.071,105.5,96.8,1378.0,11.599999999999994
64,63,Davidson,SC,22-7,110.4,97.8,68.7,+.009,100.6,102.1,1172.0,12.600000000000009
65,64,Illinois,B10,17-12,104.3,92.6,65.4,+.015,106.7,98.0,1228.0,11.700000000000003
66,65,Saint Joseph's,A10,19-12,109.1,97.0,66.0,-.027,104.7,98.5,1386.0,12.099999999999994
67,66,Clemson,ACC,15-13,104.3,92.9,64.0,-.107,101.3,98.8,1155.0,11.399999999999991
68,67,Dayton,A10,18-11,111.9,99.8,65.4,+.009,103.1,97.9,1173.0,12.100000000000009
69,68,Southern Mississippi,CUSA,24-6,109.8,98.2,64.7,+.057,102.3,98.4,1379.0,11.599999999999994
70,69,Wyoming,MWC,20-9,102.7,91.9,59.9,-.040,101.0,101.4,1461.0,10.799999999999997
71,70,Washington,P12,20-8,105.4,94.4,70.6,+.072,103.3,99.7,1449.0,11.0
72,71,Oregon,P12,20-8,109.8,98.6,67.4,+.077,102.4,98.2,1332.0,11.200000000000003
73,72,New Mexico St.,WAC,22-8,107.0,96.1,71.6,-.044,101.3,102.7,1308.0,10.900000000000006
74,73,Denver,SB,21-8,110.4,99.2,61.5,-.064,99.7,101.9,1176.0,11.200000000000003
75,74,Ohio,MAC,23-7,102.8,93.0,68.3,-.003,100.1,102.4,1325.0,9.799999999999997
76,75,Virginia Tech,ACC,15-14,107.0,97.1,62.8,-.082,103.3,96.9,1439.0,9.900000000000006
77,76,Cleveland St.,Horz,22-9,105.3,95.5,64.4,+.029,100.7,99.8,1156.0,9.799999999999997
78,77,Tulsa,CUSA,17-12,105.2,95.6,64.8,-.063,101.9,99.2,1409.0,9.600000000000009
79,78,Oklahoma St.,B12,14-16,106.2,96.6,66.6,-.020,106.0,95.6,1329.0,9.600000000000009
80,79,Colorado St.,MWC,18-10,110.5,100.6,65.0,+.088,103.5,97.8,1161.0,9.900000000000006
81,80,Pittsburgh,BE,16-14,109.9,100.0,63.7,-.048,104.3,98.1,1338.0,9.900000000000006
84,81,Northern Iowa,MVC,19-12,106.5,97.0,62.5,+.007,104.6,98.6,1320.0,9.5
85,82,Mississippi St.,SEC,20-10,109.7,100.1,65.4,+.029,102.8,98.6,1280.0,9.600000000000009
86,83,Old Dominion,CAA,19-12,99.6,90.9,65.8,-.020,101.2,100.6,1330.0,8.699999999999989
87,84,Colorado,P12,19-9,103.0,94.1,66.7,+.066,102.2,98.5,1160.0,8.900000000000006
88,85,Akron,MAC,20-10,105.4,96.3,68.2,-.006,101.6,101.0,1103.0,9.100000000000009
89,86,Marshall,CUSA,17-12,106.9,97.7,65.5,-.009,104.2,98.0,1267.0,9.200000000000003
90,87,Iowa,B10,16-14,109.3,99.9,68.8,+.015,104.9,98.4,1234.0,9.399999999999991
91,88,Massachusetts,A10,19-10,101.7,93.2,74.5,+.037,102.1,99.6,1269.0,8.5
92,89,Oral Roberts,Sum,26-5,110.9,101.7,64.6,+.081,101.3,103.1,1331.0,9.200000000000003
93,90,Oregon St.,P12,15-13,109.9,100.9,71.4,-.109,101.7,99.5,1333.0,9.0
94,91,Lehigh,Pat,24-7,105.4,96.8,68.1,-.043,97.9,104.3,1250.0,8.600000000000009
95,92,Montana,BSky,23-6,100.3,92.1,65.9,+.040,100.2,106.2,1285.0,8.200000000000003
96,93,Missouri St.,MVC,16-15,104.1,95.7,63.3,-.089,104.2,98.6,1283.0,8.399999999999991
97,94,Central Florida,CUSA,20-9,105.4,97.0,63.7,+.057,101.8,99.1,1416.0,8.400000000000006
98,95,Louisiana St.,SEC,17-12,100.3,92.5,66.0,+.031,103.4,98.5,1261.0,7.799999999999997
99,96,Villanova,BE,11-17,106.8,98.5,69.0,-.098,106.0,96.4,1437.0,8.299999999999997
100,97,Rutgers,BE,13-16,102.4,94.5,66.6,-.064,104.8,97.9,1353.0,7.900000000000006
101,98,Oklahoma,B12,14-15,104.5,96.5,67.4,-.026,106.3,98.4,1328.0,8.0
102,99,Georgia St.,CAA,20-10,99.5,91.9,65.1,-.047,99.2,103.0,1209.0,7.599999999999994
103,100,Mississippi,SEC,17-12,101.9,94.4,66.6,+.074,103.9,98.1,1279.0,7.5
104,101,Texas Arlington,Slnd,23-6,103.1,95.6,71.4,+.037,97.1,102.5,1426.0,7.5
105,102,Princeton,Ivy,16-11,106.8,99.1,63.4,-.045,100.9,99.0,1343.0,7.700000000000003
106,103,Mercer,ASun,22-10,102.4,95.1,64.4,-.002,101.6,102.3,1273.0,7.300000000000011
107,104,Wagner,NEC,24-5,102.6,95.4,68.5,+.021,98.7,104.1,1447.0,7.199999999999989
108,105,Nevada,WAC,23-5,105.4,98.0,65.0,+.110,100.0,103.0,1305.0,7.400000000000006
109,106,Illinois St.,MVC,18-12,105.5,98.3,64.5,+.002,101.7,100.7,1229.0,7.200000000000003
110,107,Richmond,A10,16-15,107.5,100.2,64.0,-.038,103.4,98.8,1350.0,7.299999999999997
111,108,Bucknell,Pat,23-8,105.5,98.4,64.1,+.035,99.2,102.5,1137.0,7.099999999999994
112,109,Fairfield,MAAC,17-13,99.7,93.0,65.0,-.081,100.7,101.4,1193.0,6.700000000000003
113,110,Buffalo,MAC,18-9,104.7,97.8,68.5,+.016,101.9,100.6,1138.0,6.900000000000006
114,111,Evansville,MVC,15-14,107.6,100.5,67.7,-.033,103.0,99.3,1191.0,7.099999999999994
115,112,George Mason,CAA,23-8,102.1,95.5,68.8,+.044,99.1,101.3,1206.0,6.599999999999994
116,113,Georgia,SEC,13-15,103.4,97.2,62.4,+.009,104.9,96.5,1208.0,6.200000000000003
117,114,Washington St.,P12,14-14,108.5,102.1,65.1,-.087,101.3,99.7,1450.0,6.400000000000006
118,115,Providence,BE,15-15,109.2,102.8,66.1,-.015,102.4,98.2,1344.0,6.400000000000006
119,116,Arkansas,SEC,18-12,105.8,99.6,71.2,+.031,101.0,98.7,1116.0,6.200000000000003
120,117,Manhattan,MAAC,20-11,101.2,95.4,68.3,-.007,99.0,102.8,1264.0,5.799999999999997
121,118,Lamar,Slnd,19-11,105.7,99.8,67.7,-.045,98.0,100.9,1249.0,5.900000000000006
122,119,Texas A&M;,B12,13-16,99.1,93.8,62.4,-.052,104.5,97.9,1401.0,5.299999999999997
123,120,Bowling Green,MAC,16-13,102.3,97.1,65.3,-.043,101.1,100.5,1132.0,5.200000000000003
126,121,Kent St.,MAC,20-9,104.9,99.6,68.2,+.022,99.3,100.8,1245.0,5.300000000000011
127,122,Stony Brook,AE,20-8,103.1,98.2,62.4,+.034,97.3,104.3,1392.0,4.8999999999999915
128,123,Butler,Horz,19-13,97.9,93.4,65.4,+.028,101.0,99.5,1139.0,4.5
129,124,UC Santa Barbara,BW,16-9,106.8,101.9,64.7,+.024,101.4,101.6,1364.0,4.8999999999999915
130,125,Vermont,AE,20-11,104.2,99.5,64.2,-.051,96.9,102.9,1436.0,4.700000000000003
131,126,Penn St.,B10,12-18,101.4,96.9,64.6,-.015,106.7,97.2,1336.0,4.5
132,127,Weber St.,BSky,23-5,108.0,103.3,66.9,+.110,99.0,104.4,1451.0,4.700000000000003
133,128,UAB,CUSA,14-14,98.9,94.7,62.3,+.028,104.5,99.5,1412.0,4.200000000000003
134,129,Duquesne,A10,16-13,104.5,100.1,68.1,+.040,103.9,98.8,1182.0,4.400000000000006
135,130,South Carolina Upstate,ASun,20-11,102.9,99.0,67.7,+.049,101.9,102.0,1367.0,3.9000000000000057
136,131,Utah St.,WAC,15-14,106.0,102.1,62.1,-.084,101.2,101.5,1429.0,3.9000000000000057
137,132,Texas El Paso,CUSA,14-15,102.4,98.7,62.4,-.040,101.4,98.9,1431.0,3.700000000000003
138,133,Texas Christian,MWC,17-12,106.9,103.2,67.9,+.097,101.2,98.1,1395.0,3.700000000000003
139,134,NC Asheville,BSth,22-9,107.1,103.5,70.0,+.014,99.9,103.7,1421.0,3.5999999999999943
140,135,Wisconsin Milwaukee,Horz,20-12,99.6,96.2,65.9,+.039,100.6,100.6,1454.0,3.3999999999999915
141,136,Pennsylvania,Ivy,17-11,103.3,100.0,63.4,+.085,102.0,100.2,1335.0,3.299999999999997
142,137,Loyola MD,MAAC,21-8,101.9,98.6,64.6,+.107,100.2,102.3,1259.0,3.3000000000000114
143,138,Yale,Ivy,19-7,101.1,97.9,67.1,+.121,99.3,101.1,1463.0,3.1999999999999886
144,139,Indiana St.,MVC,17-13,100.4,97.3,65.2,+.065,103.1,99.4,1232.0,3.1000000000000085
145,140,Maryland,ACC,16-13,103.7,100.7,67.3,+.125,104.2,98.4,1268.0,3.0
146,141,Robert Morris,NEC,22-9,102.6,99.8,63.9,+.046,98.8,102.7,1352.0,2.799999999999997
147,142,Detroit,Horz,19-13,106.4,103.5,68.2,-.011,99.8,100.5,1178.0,2.9000000000000057
148,143,Loyola Marymount,WCC,19-11,101.9,99.2,66.1,+.066,101.5,101.0,1258.0,2.700000000000003
149,144,Rice,CUSA,17-13,99.2,96.5,68.7,+.012,101.5,99.6,1349.0,2.700000000000003
150,145,Quinnipiac,NEC,17-12,102.6,99.9,66.1,-.065,97.7,103.6,1346.0,2.6999999999999886
151,146,Valparaiso,Horz,21-10,104.1,101.5,65.2,+.108,100.9,100.3,1434.0,2.5999999999999943
152,147,Drake,MVC,16-14,99.5,97.0,66.7,+.048,103.4,98.9,1179.0,2.5
153,148,East Carolina,CUSA,13-15,102.2,100.0,66.3,-.105,102.1,98.8,1187.0,2.200000000000003
154,149,San Francisco,WCC,18-12,106.4,104.1,69.6,+.007,100.1,101.8,1362.0,2.3000000000000114
155,150,East Tennessee St.,ASun,16-13,99.4,97.4,65.2,-.025,102.1,102.8,1190.0,2.0
156,151,Oakland,Sum,17-14,111.3,109.3,70.7,+.017,102.3,102.1,1324.0,2.0
157,152,College of Charleston,SC,19-11,100.1,98.4,67.2,+.034,99.5,101.9,1158.0,1.6999999999999886
158,153,Stephen F. Austin,Slnd,18-11,96.2,94.6,59.9,-.062,96.2,102.5,1372.0,1.6000000000000085
159,154,St. John's,BE,13-17,103.3,101.6,67.4,+.047,105.1,97.5,1385.0,1.7000000000000028
160,155,Delaware,CAA,17-12,101.6,100.1,68.0,+.030,99.1,100.4,1174.0,1.5
161,156,North Texas,SB,16-13,97.0,95.5,69.6,-.056,98.4,101.6,1317.0,1.5
162,157,Boise St.,MWC,13-15,102.7,101.2,65.9,-.068,102.1,99.6,1129.0,1.5
163,158,Charlotte,A10,13-15,98.4,97.1,68.5,+.006,103.6,99.7,1150.0,1.3000000000000114
164,159,Nebraska,B10,12-16,99.6,98.3,62.7,+.041,106.7,97.1,1304.0,1.2999999999999972
165,160,South Carolina,SEC,10-19,101.9,100.8,62.6,-.062,104.0,97.8,1376.0,1.1000000000000085
168,161,Auburn,SEC,14-15,96.1,95.3,65.0,+.027,103.0,99.5,1120.0,0.7999999999999972
169,162,Youngstown St.,Horz,16-14,104.2,103.4,65.2,-.021,99.7,100.5,1464.0,0.7999999999999972
170,163,American,Pat,20-10,99.8,99.2,62.4,+.057,97.7,103.7,1110.0,0.5999999999999943
171,164,Idaho,WAC,16-12,104.2,103.8,62.9,+.001,101.4,101.7,1225.0,0.4000000000000057
172,165,George Washington,A10,10-19,101.1,101.1,63.7,-.041,103.5,97.7,1203.0,0.0
173,166,Cal St. Fullerton,BW,20-8,108.1,108.3,69.0,+.017,97.8,105.1,1168.0,-0.20000000000000284
174,167,Georgia Tech,ACC,10-19,97.3,97.6,63.5,-.091,102.7,97.7,1210.0,-0.29999999999999716
175,168,DePaul,BE,11-18,105.3,105.7,72.6,-.026,101.9,98.2,1177.0,-0.4000000000000057
176,169,Charleston Southern,BSth,19-11,102.6,103.0,70.6,-.009,99.9,104.3,1149.0,-0.4000000000000057
177,170,Fresno St.,WAC,13-17,99.6,100.1,62.9,-.080,102.2,101.5,1201.0,-0.5
178,171,North Dakota St.,Sum,17-12,104.2,104.8,66.7,-.031,100.8,104.7,1295.0,-0.5999999999999943
179,172,Savannah St.,MEAC,20-10,93.0,93.6,64.0,+.086,96.9,104.0,1366.0,-0.5999999999999943
180,173,Tulane,CUSA,15-14,97.3,97.9,65.8,-.063,98.9,101.6,1408.0,-0.6000000000000085
181,174,Boston University,AE,16-15,98.1,99.0,64.9,+.002,99.4,101.8,1131.0,-0.9000000000000057
182,175,Wofford,SC,19-12,100.5,101.6,61.7,+.048,98.7,102.7,1459.0,-1.0999999999999943
183,176,Long Island,NEC,22-8,106.0,107.2,75.2,+.106,97.5,103.0,1254.0,-1.2000000000000028
184,177,Arkansas Little Rock,SB,15-15,96.8,98.1,64.8,+.037,100.9,99.9,1114.0,-1.2999999999999972
185,178,Texas San Antonio,Slnd,17-13,101.0,102.3,67.5,-.047,98.0,101.8,1427.0,-1.2999999999999972
186,179,Tennessee St.,OVC,19-11,99.5,100.9,66.4,+.113,100.4,102.8,1398.0,-1.4000000000000057
187,180,Columbia,Ivy,14-14,99.4,100.8,63.9,-.050,99.7,101.3,1162.0,-1.3999999999999915
188,181,Cal Poly,BW,15-14,101.9,103.5,61.0,-.077,100.3,103.4,1142.0,-1.5999999999999943
189,182,Western Michigan,MAC,12-18,102.4,104.2,65.9,-.066,102.7,100.5,1444.0,-1.7999999999999972
190,183,Wisconsin Green Bay,Horz,15-15,99.1,100.8,67.3,+.068,101.7,98.5,1453.0,-1.7000000000000028
191,184,Jacksonville St.,OVC,15-17,97.5,99.4,64.3,-.085,99.1,104.2,1240.0,-1.9000000000000057
192,185,Air Force,MWC,13-14,96.4,98.4,62.7,-.010,100.5,99.3,1102.0,-2.0
193,186,Tennessee Tech,OVC,18-12,102.2,104.4,68.8,+.043,100.5,103.7,1399.0,-2.200000000000003
194,187,Houston,CUSA,14-14,103.3,105.8,67.5,-.007,99.9,101.1,1222.0,-2.5
195,188,Wake Forest,ACC,13-16,100.1,102.4,67.2,+.068,103.0,98.5,1448.0,-2.3000000000000114
196,189,Northeastern,CAA,13-16,99.5,102.1,64.5,+.038,100.5,98.8,1318.0,-2.5999999999999943
197,190,Louisiana Tech,WAC,15-14,97.6,100.4,68.0,+.018,99.9,102.6,1256.0,-2.8000000000000114
198,191,IUPUI,Sum,14-17,106.2,109.2,66.2,-.037,100.8,102.5,1237.0,-3.0
199,192,Miami OH,MAC,9-19,101.4,104.4,60.6,-.036,103.2,99.6,1275.0,-3.0
200,193,Western Illinois,Sum,16-13,95.9,98.8,58.7,+.012,102.5,105.6,1442.0,-2.8999999999999915
201,194,Florida Atlantic,SB,11-18,99.4,102.4,64.7,-.049,101.6,99.0,1194.0,-3.0
202,195,Southern Methodist,CUSA,12-18,96.2,99.2,60.1,-.041,102.1,100.2,1374.0,-3.0
203,196,Hofstra,CAA,10-21,97.4,100.6,66.9,-.140,100.2,101.3,1220.0,-3.1999999999999886
204,197,Florida Gulf Coast,ASun,13-16,102.9,106.6,68.0,-.050,100.8,102.4,1195.0,-3.6999999999999886
205,198,Coastal Carolina,BSth,19-11,100.2,103.9,64.7,+.012,99.7,105.1,1157.0,-3.700000000000003
206,199,North Florida,ASun,16-15,99.9,103.5,66.5,+.082,102.2,100.2,1316.0,-3.5999999999999943
207,200,Morehead St.,OVC,17-14,98.1,101.7,60.9,+.037,100.1,103.2,1287.0,-3.6000000000000085
210,201,Hawaii,WAC,15-13,102.3,106.1,71.4,+.043,99.8,102.0,1218.0,-3.799999999999997
211,202,Portland St.,BSky,16-13,105.9,110.1,67.8,+.025,100.0,104.0,1340.0,-4.199999999999989
212,203,Albany,AE,18-13,106.9,111.3,65.9,+.005,96.0,103.6,1107.0,-4.3999999999999915
213,204,Rider,MAAC,13-18,102.6,106.9,68.7,+.012,100.9,101.8,1351.0,-4.300000000000011
214,205,St. Francis NY,NEC,15-14,95.1,99.2,69.0,-.017,98.1,104.5,1383.0,-4.1000000000000085
215,206,Rhode Island,A10,7-23,100.7,105.1,67.7,-.042,103.1,98.6,1348.0,-4.3999999999999915
217,208,Lipscomb,ASun,13-18,98.7,103.1,69.4,+.015,102.3,101.5,1252.0,-4.3999999999999915
218,209,Cornell,Ivy,11-15,95.1,99.5,68.6,+.044,101.8,99.7,1165.0,-4.400000000000006
219,210,Eastern Washington,BSky,14-16,98.6,103.1,68.7,-.053,101.7,104.3,1186.0,-4.5
220,211,Ball St.,MAC,14-14,97.5,102.1,63.4,-.051,98.0,102.9,1123.0,-4.599999999999994
221,212,Central Connecticut,NEC,13-15,97.5,102.1,67.5,-.044,98.4,103.4,1148.0,-4.599999999999994
222,213,Western Kentucky,SB,11-18,95.4,100.2,69.1,+.030,100.3,100.4,1443.0,-4.799999999999997
223,214,Norfolk St.,MEAC,21-9,96.0,100.9,68.7,+.154,97.9,104.8,1313.0,-4.900000000000006
224,215,Austin Peay,OVC,12-20,99.8,104.9,68.6,-.029,102.7,101.3,1122.0,-5.1000000000000085
225,216,South Alabama,SB,16-11,98.7,103.8,65.9,+.105,98.6,101.6,1375.0,-5.099999999999994
226,217,Southern Illinois,MVC,8-22,97.2,102.6,66.1,-.051,103.2,98.7,1356.0,-5.3999999999999915
227,218,Toledo,MAC,15-15,100.5,106.1,66.7,-.025,97.7,102.9,1405.0,-5.599999999999994
228,219,Lafayette,Pat,13-17,104.4,110.5,66.8,+.006,99.4,102.4,1248.0,-6.099999999999994
229,220,North Carolina Central,MEAC,15-14,96.0,101.7,66.8,-.053,97.6,103.3,1300.0,-5.700000000000003
230,221,Holy Cross,Pat,15-14,96.2,101.9,66.4,+.055,99.3,102.9,1221.0,-5.700000000000003
231,222,Arkansas St.,SB,12-19,98.7,104.6,63.1,-.029,100.4,100.5,1117.0,-5.8999999999999915
232,223,Southern California,P12,6-23,89.3,94.8,61.8,-.105,104.0,97.3,1425.0,-5.5
233,224,Seattle,ind,11-15,96.4,102.3,76.1,-.080,99.7,104.7,1370.0,-5.8999999999999915
234,225,Wright St.,Horz,13-19,92.5,98.2,63.2,-.002,101.1,100.2,1460.0,-5.700000000000003
235,226,San Diego,WCC,12-17,99.2,105.5,66.3,+.032,101.2,100.8,1360.0,-6.299999999999997
236,227,Delaware St.,MEAC,14-13,99.8,106.3,61.3,+.015,96.8,102.7,1175.0,-6.5
237,228,Southeast Missouri St.,OVC,15-15,102.8,109.4,65.8,-.023,98.4,104.5,1369.0,-6.6000000000000085
238,229,Florida International,SB,8-20,97.6,104.1,64.9,-.059,100.4,100.8,1198.0,-6.5
239,230,High Point,BSth,13-18,103.8,110.7,64.7,-.064,99.3,103.6,1219.0,-6.900000000000006
240,231,Northwestern St.,Slnd,16-14,94.6,100.9,70.6,+.024,98.5,102.6,1322.0,-6.300000000000011
241,232,Siena,MAAC,13-16,94.7,101.0,65.6,+.034,99.7,102.3,1373.0,-6.299999999999997
242,233,Jacksonville,ASun,8-22,97.9,104.5,66.9,-.019,103.0,99.9,1239.0,-6.599999999999994
243,234,James Madison,CAA,12-19,100.2,107.1,66.4,+.012,99.4,100.6,1241.0,-6.8999999999999915
244,235,Sacred Heart,NEC,14-17,100.1,107.0,67.2,-.024,97.9,103.1,1357.0,-6.900000000000006
245,236,Texas Tech,B12,8-21,91.8,98.2,65.2,-.018,104.8,97.5,1403.0,-6.400000000000006
246,237,McNeese St.,Slnd,15-13,98.1,105.0,65.2,+.046,97.4,101.5,1270.0,-6.900000000000006
247,238,Southern Utah,Sum,13-16,95.3,102.1,64.3,-.005,102.1,105.5,1381.0,-6.799999999999997
248,239,Georgia Southern,SC,14-14,95.7,102.5,66.4,+.071,99.3,102.1,1204.0,-6.799999999999997
249,240,Utah Valley,GWC,20-10,96.9,103.8,65.9,+.095,96.0,105.0,1430.0,-6.8999999999999915
252,241,Niagara,MAAC,13-18,100.1,107.4,68.4,+.040,100.3,101.3,1310.0,-7.300000000000011
253,242,Furman,SC,14-15,95.8,103.3,65.0,+.003,98.9,102.8,1202.0,-7.5
254,243,Arizona St.,P12,9-20,95.7,103.3,63.1,-.007,101.6,99.2,1113.0,-7.599999999999994
255,244,Campbell,BSth,17-15,100.7,108.8,68.2,+.050,99.8,104.5,1144.0,-8.099999999999994
256,245,Mississippi Valley St.,SWAC,18-11,94.8,102.5,70.5,+.133,95.9,102.8,1290.0,-7.700000000000003
257,246,Stetson,ASun,9-20,99.2,107.3,71.5,-.011,102.8,101.1,1391.0,-8.099999999999994
258,247,Marist,MAAC,13-17,96.3,104.3,68.9,+.039,99.3,102.0,1265.0,-8.0
259,248,Winthrop,BSth,12-19,93.4,101.2,63.2,-.025,101.0,103.7,1457.0,-7.799999999999997
260,249,Northern Colorado,BSky,9-19,103.2,111.8,66.9,-.058,100.6,103.2,1294.0,-8.599999999999994
261,250,NC Wilmington,CAA,9-20,97.9,106.3,67.8,+.007,101.4,99.4,1423.0,-8.399999999999991
262,251,Boston College,ACC,9-20,93.8,101.9,65.0,+.047,102.6,98.0,1130.0,-8.100000000000009
263,252,Cal St. Bakersfield,ind,16-14,98.6,107.4,65.5,+.066,99.7,105.3,1167.0,-8.800000000000011
264,253,Presbyterian,BSth,14-15,99.9,108.9,60.9,+.023,99.4,104.8,1342.0,-9.0
